standard,reference_no,host_country,project_title,status,registration_date_raw,registration_date,host_country_participant,japanese_participant,methodology_no_raw,methodology_no,methodology_title_raw,methodology_title,methodology_url,source_url
JCM,VN010,Viet Nam,"Installation of Container Formation Facility at Lead Acid Battery Factory of Hitachi Chemical Energy Technology (Vietnam) Co., Ltd.",Project registered,28 May 19,2019-05-28,"CSB Energy Technology (Vietnam) Co., Ltd. (formerly Hitachi Chemical Energy Technology (Vietnam) Co., Ltd.)","Resonac Corporation (formerly Showa Denko Materials Co., Ltd. (formerly Hitachi Chemical Co., Ltd.))","<a href=""/jc/methodologies/vn-am009-ver1-1/"">VN_AM009 Ver1.1</a>",VN_AM009 Ver1.1,"<a href=""/jc/methodologies/vn-am009-ver1-1/"">VN_AM009 Ver1.1</a>",VN_AM009 Ver1.1,https://www.jcm.go.jp/jc/methodologies/vn-am009-ver1-1/,https://www.jcm.go.jp/jc/mn-projects/
JCM,VN009,Viet Nam,"Introduction of Energy-Efficient Air Conditioners in RICOH IMAGING PRODUCTS (Vietnam) CO., LTD",Project registered,15 Aug 18,2018-08-15,"RICOH IMAGING PRODUCTS (Vietnam) CO., LTD.","RICOH COMPANY, LTD.","<a href=""/jc/methodologies/vn-am006-ver1-0/"">VN_AM006 Ver1.0</a>",VN_AM006 Ver1.0,"<a href=""/jc/methodologies/vn-am006-ver1-0/"">VN_AM006 Ver1.0</a>",VN_AM006 Ver1.0,https://www.jcm.go.jp/jc/methodologies/vn-am006-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,VN008,Viet Nam,Introduction of Amorphous High Efficiency Transformers in Southern and Central Power Grids,Project registered,15 Aug 18,2018-08-15,EVN Southern Power Corporation (EVNSPC); EVN Central Power Corporation (EVNCPC); Da Nang Power Company Ltd. (DNPC); Ho Chi Minh City Power Corporation (EVN HCMC).,"YUKO-KEISO Co., Ltd.","<a href=""/jc/methodologies/vn-am005-ver1-0/"">VN_AM005 Ver1.0</a>",VN_AM005 Ver1.0,"<a href=""/jc/methodologies/vn-am005-ver1-0/"">VN_AM005 Ver1.0</a>",VN_AM005 Ver1.0,https://www.jcm.go.jp/jc/methodologies/vn-am005-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,VN007,Viet Nam,Introduction of Solar PV System at shopping mall in Ho Chi Minh,Project registered,15 Aug 18,2018-08-15,"AEON VIETNAM CO., LTD.","AEON RETAIL CO., LTD.","<a href=""/jc/methodologies/vn-am007-ver1-0/"">VN_AM007 Ver1.0</a>",VN_AM007 Ver1.0,"<a href=""/jc/methodologies/vn-am007-ver1-0/"">VN_AM007 Ver1.0</a>",VN_AM007 Ver1.0,https://www.jcm.go.jp/jc/methodologies/vn-am007-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,VN006,Viet Nam,Energy saving and work efficiency improvement by introducing a new chip-on-board LED system in Vietnam,Project registered,15 Aug 18,2018-08-15,Department of Science and Technology of Quang Tri Province (DOST),"Stanley Electric Co., Ltd.","<a href=""/jc/methodologies/vn-am008-ver1-0/"">VN_AM008 Ver1.0</a>",VN_AM008 Ver1.0,"<a href=""/jc/methodologies/vn-am008-ver1-0/"">VN_AM008 Ver1.0</a>",VN_AM008 Ver1.0,https://www.jcm.go.jp/jc/methodologies/vn-am008-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,VN005,Viet Nam,Introduction of High Efficiency Air-conditioning in Hotel,Project registered,10 Oct 17,2017-10-10,Peace Real Estate Investment Company Limited,"NTT DATA INSTITUTE OF MANAGEMENT CONSULTING, Inc.","<a href=""/jc/methodologies/vn-am006-ver1-0/"">VN_AM006 Ver1.0</a>",VN_AM006 Ver1.0,"<a href=""/jc/methodologies/vn-am006-ver1-0/"">VN_AM006 Ver1.0</a>",VN_AM006 Ver1.0,https://www.jcm.go.jp/jc/methodologies/vn-am006-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,VN004,Viet Nam,Introduction of amorphous high efficiency transformers in power distribution systems in the southern part of Viet Nam,Project registered,15 May 16,2016-05-15,EVN Southern Power Corporation (EVNSPC),"YUKO-KEISO Co., Ltd.","<a href=""/jc/methodologies/vn-am005-ver1-0/"">VN_AM005 Ver1.0</a>",VN_AM005 Ver1.0,"<a href=""/jc/methodologies/vn-am005-ver1-0/"">VN_AM005 Ver1.0</a>",VN_AM005 Ver1.0,https://www.jcm.go.jp/jc/methodologies/vn-am005-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,VN003,Viet Nam,Low carbon hotel project in Vietnam: Improving the energy efficiency of commercial buildings by utilization of high efficiency equipment,Project registered,15 May 16,2016-05-15,Hochiminh City University of Natural Resources and Environment (HCMUNRE),"Hibiya Engineering, Ltd.; Mitsubishi UFJ Morgan Stanley Securities Co., Ltd.","<a href=""/jc/methodologies/vn-am003-ver1-0/"">VN_AM003 Ver1.0</a>",VN_AM003 Ver1.0,"<a href=""/jc/methodologies/vn-am003-ver1-0/"">VN_AM003 Ver1.0</a>",VN_AM003 Ver1.0,https://www.jcm.go.jp/jc/methodologies/vn-am003-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,VN002,Viet Nam,Promotion of green hospitals by improving efficiency / environment in national hospitals in Vietnam,Project registered,30 Nov 15,2015-11-30,Start-up and Innovation Hub of Ho Chi Minh City,"Mitsubishi Electric Corporation, Mitsubishi Corporation, Mitsubishi UFJ Morgan Stanley Securities Co., Ltd.","<a href=""/jc/methodologies/vn-am002-ver1-0/"">VN_AM002 Ver1.0</a>",VN_AM002 Ver1.0,"<a href=""/jc/methodologies/vn-am002-ver1-0/"">VN_AM002 Ver1.0</a>",VN_AM002 Ver1.0,https://www.jcm.go.jp/jc/methodologies/vn-am002-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,VN001,Viet Nam,Eco-Driving by Utilizing Digital Tachograph System,Project registered,04 Aug 15,2015-08-04,"Nippon Express (Viet Nam) Co., Ltd.","NIPPON EXPRESS HOLDINGS,INC. (formerly Nippon Express Co., Ltd.)","<a href=""/jc/methodologies/vn-am001-ver2-0/"">VN_AM001 Ver2.0</a>",VN_AM001 Ver2.0,"<a href=""/jc/methodologies/vn-am001-ver2-0/"">VN_AM001 Ver2.0</a>",VN_AM001 Ver2.0,https://www.jcm.go.jp/jc/methodologies/vn-am001-ver2-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH034,Thailand,Introduction of 2MW Rooftop Solar Power System to University,Validation,,,"VNET Power Co., Ltd. VNET SG Power Co., Ltd.","SHIZUOKA GAS CO., LTD.","<a href=""/jc/methodologies/th-am001-ver3-0/"">TH_AM001 Ver3.0</a>",TH_AM001 Ver3.0,"<a href=""/jc/methodologies/th-am001-ver3-0/"">TH_AM001 Ver3.0</a>",TH_AM001 Ver3.0,https://www.jcm.go.jp/jc/methodologies/th-am001-ver3-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH033,Thailand,Introduction of 5MW Rooftop Solar Power System to Aluminum Building Materials Factory,Validation,,,"SMFL Leasing (Thailand) Co., Ltd.Tostem Thai Co., Ltd.","Sumitomo Mitsui Finance and Leasing Co., Ltd.","<a href=""/jc/methodologies/th-am001-ver3-0/"">TH_AM001 Ver3.0</a>",TH_AM001 Ver3.0,"<a href=""/jc/methodologies/th-am001-ver3-0/"">TH_AM001 Ver3.0</a>",TH_AM001 Ver3.0,https://www.jcm.go.jp/jc/methodologies/th-am001-ver3-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH032,Thailand,Introduction of 0.13MW Solar Power System to Auto Parts Factory,Validation,,,"NICHIAS(Thailand) Co.,Ltd. TISCO Tokyo Leasing Co.,Ltd.",Tokyo Century Corporation,"<a href=""/jc/methodologies/th-am001-ver3-0/"">TH_AM001 Ver3.0</a>",TH_AM001 Ver3.0,"<a href=""/jc/methodologies/th-am001-ver3-0/"">TH_AM001 Ver3.0</a>",TH_AM001 Ver3.0,https://www.jcm.go.jp/jc/methodologies/th-am001-ver3-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH031,Thailand,Introduction of 1.3MW Solar Power System to Food Factories,Validation,,,"PRIMAHAM FOODS (THAILAND) CO., LTD. TISCO Tokyo Leasing Co., Ltd.",Tokyo Century Corporation,"<a href=""/jc/methodologies/th-am001-ver3-0/"">TH_AM001 Ver3.0</a>",TH_AM001 Ver3.0,"<a href=""/jc/methodologies/th-am001-ver3-0/"">TH_AM001 Ver3.0</a>",TH_AM001 Ver3.0,https://www.jcm.go.jp/jc/methodologies/th-am001-ver3-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH030,Thailand,Introduction of 2MW Rooftop Solar Power System to Non-ferrous Metal Factory,Validation,,,"Kansai Energy Solutions (Thailand) Co., Ltd.","The Kansai Electric Power Company, Incorporated","<a href=""/jc/methodologies/th-am001-ver3-0/"">TH_AM001 Ver3.0</a>",TH_AM001 Ver3.0,"<a href=""/jc/methodologies/th-am001-ver3-0/"">TH_AM001 Ver3.0</a>",TH_AM001 Ver3.0,https://www.jcm.go.jp/jc/methodologies/th-am001-ver3-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH029,Thailand,Introduction of 2.6MW Rooftop Solar Power System to Semiconductor Factory,Validation,,,"Kansai Energy Solutions (Thailand) Co., Ltd.","The Kansai Electric Power Company, Incorporated","<a href=""/jc/methodologies/th-am001-ver3-0/"">TH_AM001 Ver3.0</a>",TH_AM001 Ver3.0,"<a href=""/jc/methodologies/th-am001-ver3-0/"">TH_AM001 Ver3.0</a>",TH_AM001 Ver3.0,https://www.jcm.go.jp/jc/methodologies/th-am001-ver3-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH028,Thailand,Introduction of 8.1MW Rooftop Solar Power System in Motorcycle Factory and Fiber Factory,Validation,,,"Kansai Energy Solutions (Thailand) Co., Ltd.","The Kansai Electric Power Company, Incorporated","<a href=""/jc/methodologies/th-am001-ver3-0/"">TH_AM001 Ver3.0</a>",TH_AM001 Ver3.0,"<a href=""/jc/methodologies/th-am001-ver3-0/"">TH_AM001 Ver3.0</a>",TH_AM001 Ver3.0,https://www.jcm.go.jp/jc/methodologies/th-am001-ver3-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH027,Thailand,17.8MW Rooftop and Floating Solar Power Project in Industrial Park,Validation,,,"TISCO Tokyo Leasing Co., Ltd. Impact Solar Limited",Tokyo Century Corporation,"<a href=""/jc/methodologies/th-am001-ver3-0/"">TH_AM001 Ver3.0</a>",TH_AM001 Ver3.0,"<a href=""/jc/methodologies/th-am001-ver3-0/"">TH_AM001 Ver3.0</a>",TH_AM001 Ver3.0,https://www.jcm.go.jp/jc/methodologies/th-am001-ver3-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH026,Thailand,Energy Supply Project by 0.9MW Rooftop Solar Power System to Metal Recycling and Automotive Parts Factories,Validation,,,"Marubeni Green Power Asset (Thailand) Co., Ltd. Marubeni Green Power Asset 2 (Thailand) Co., Ltd.",Marubeni Corporation,"<a href=""/jc/methodologies/th-am001-ver3-0/"">TH_AM001 Ver3.0</a>",TH_AM001 Ver3.0,"<a href=""/jc/methodologies/th-am001-ver3-0/"">TH_AM001 Ver3.0</a>",TH_AM001 Ver3.0,https://www.jcm.go.jp/jc/methodologies/th-am001-ver3-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH025,Thailand,LED lighting introduction business for the sales store.,Validation,,,"UNIQLO (THAILAND) CO.,LTD.","FAST RETAILING CO., LTD.","<a href=""/jc/methodologies/th-am016-ver1-0/"">TH_AM016 Ver1.0</a>",TH_AM016 Ver1.0,"<a href=""/jc/methodologies/th-am016-ver1-0/"">TH_AM016 Ver1.0</a>",TH_AM016 Ver1.0,https://www.jcm.go.jp/jc/methodologies/th-am016-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH024,Thailand,Low-carbon Operation for Power Grid Utilizing Online Voltage-var(Q) Optimal Control (OPENVQ) with ICT,Validation,,,Electricity Generating Authority of Thailand (EGAT),"Hitachi, Ltd.","<a href=""/jc/methodologies/th-am017-ver1-0/"">TH_AM017 Ver1.0</a>",TH_AM017 Ver1.0,"<a href=""/jc/methodologies/th-am017-ver1-0/"">TH_AM017 Ver1.0</a>",TH_AM017 Ver1.0,https://www.jcm.go.jp/jc/methodologies/th-am017-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH023,Thailand,Introduction of High Efficiency Ion Exchange Membrane Electrolyzer in Caustic Soda Production Plant,Validation,,,"AGC Chemicals (Thailand) Co, Ltd.",AGC Inc.,"<a href=""/jc/methodologies/th-am015-ver1-0/"">TH_AM015 Ver1.0</a>",TH_AM015 Ver1.0,"<a href=""/jc/methodologies/th-am015-ver1-0/"">TH_AM015 Ver1.0</a>",TH_AM015 Ver1.0,https://www.jcm.go.jp/jc/methodologies/th-am015-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH022,Thailand,Introduction of 0.8MW Solar Power System and High Efficiency Refrigerator to Food Factory,Project registered,30 Oct 25,2025-10-30,"Thai Delmar Co., Ltd.",Kanematsu KGK Corp,"<a href=""/jc/methodologies/th-am001-ver2-0/"">TH_AM001 Ver2.0</a><br>
<a href=""/jc/methodologies/th-am011-ver1-0/"">TH_AM011 Ver1.0</a>",TH_AM001 Ver2.0 TH_AM011 Ver1.0,"<a href=""/jc/methodologies/th-am001-ver2-0/"">TH_AM001 Ver2.0</a><br>
<a href=""/jc/methodologies/th-am011-ver1-0/"">TH_AM011 Ver1.0</a>",TH_AM001 Ver2.0 TH_AM011 Ver1.0,https://www.jcm.go.jp/jc/methodologies/th-am001-ver2-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH021,Thailand,Energy saving by installation of evaporator with mechanical vapor recompression and high-efficiency chiller.,Validation,,,"THAI KYOWA BIOTECHNOLOGIES CO., LTD.","KYOWA HAKKO BIO CO., LTD.","<a href=""/jc/methodologies/th-am012-ver1-0/"">TH_AM012 Ver1.0</a><br>
<a href=""/jc/methodologies/th-am005-ver3-0/"">TH_AM005 Ver3.0</a>",TH_AM012 Ver1.0 TH_AM005 Ver3.0,"<a href=""/jc/methodologies/th-am012-ver1-0/"">TH_AM012 Ver1.0</a><br>
<a href=""/jc/methodologies/th-am005-ver3-0/"">TH_AM005 Ver3.0</a>",TH_AM012 Ver1.0 TH_AM005 Ver3.0,https://www.jcm.go.jp/jc/methodologies/th-am012-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH020,Thailand,"Installation of Energy-efficient Refrigerators Using Natural Refrigerant at Distribution Centre of Better Foods Co., Ltd.",Validation,,,"Better Foods Co., Ltd.",KANEMATSU CORPORATON,"<a href=""/jc/methodologies/th-am011-ver1-0/"">TH_AM011 Ver1.0</a>",TH_AM011 Ver1.0,"<a href=""/jc/methodologies/th-am011-ver1-0/"">TH_AM011 Ver1.0</a>",TH_AM011 Ver1.0,https://www.jcm.go.jp/jc/methodologies/th-am011-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH019,Thailand,Energy Saving by Introduction of High Efficiency Chilled Water Supply System in Milk Factory,Validation,,,"CP-Meiji Co., Ltd.","TEPIA Corporation Japan Co., Ltd.","<a href=""/jc/methodologies/th-am013-ver1-0/"">TH_AM013 Ver1.0</a>",TH_AM013 Ver1.0,"<a href=""/jc/methodologies/th-am013-ver1-0/"">TH_AM013 Ver1.0</a>",TH_AM013 Ver1.0,https://www.jcm.go.jp/jc/methodologies/th-am013-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH018,Thailand,Introduction of High-efficiency Boiler System to Rubber Belt Plant,Validation,,,Bando Manufacturing (Thailand) Ltd.,"Bando Chemical Industries, Ltd.","<a href=""/jc/methodologies/th-am010-ver1-0/"">TH_AM010 Ver1.0</a>",TH_AM010 Ver1.0,"<a href=""/jc/methodologies/th-am010-ver1-0/"">TH_AM010 Ver1.0</a>",TH_AM010 Ver1.0,https://www.jcm.go.jp/jc/methodologies/th-am010-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH017,Thailand,Introduction of 0.97 MW Rooftop Solar Power System for Fishery Net Factory,Validation,,,"Siam Brothers Corp., Ltd.","Finetech Co., Ltd.","<a href=""/jc/methodologies/th-am001-ver2-0/"">TH_AM001 Ver2.0</a>",TH_AM001 Ver2.0,"<a href=""/jc/methodologies/th-am001-ver2-0/"">TH_AM001 Ver2.0</a>",TH_AM001 Ver2.0,https://www.jcm.go.jp/jc/methodologies/th-am001-ver2-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH016,Thailand,Introduction of 0.95 MW Rooftop Solar Power System in Cigarette Lighter Factory,Validation,,,"Thai Merry Co., Ltd.","Finetech Co., Ltd.","<a href=""/jc/methodologies/th-am001-ver2-0/"">TH_AM001 Ver2.0</a>",TH_AM001 Ver2.0,"<a href=""/jc/methodologies/th-am001-ver2-0/"">TH_AM001 Ver2.0</a>",TH_AM001 Ver2.0,https://www.jcm.go.jp/jc/methodologies/th-am001-ver2-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH015,Thailand,Introduction of 3.4 MW Rooftop Solar Power System in Technical Center and Office Buildings,Validation,,,"Toyota Daihatsu Engineering & Manufacturing Co., Ltd.",Toyota Motor Corporation,"<a href=""/jc/methodologies/th-am001-ver2-0/"">TH_AM001 Ver2.0</a>",TH_AM001 Ver2.0,"<a href=""/jc/methodologies/th-am001-ver2-0/"">TH_AM001 Ver2.0</a>",TH_AM001 Ver2.0,https://www.jcm.go.jp/jc/methodologies/th-am001-ver2-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH014,Thailand,Introduction of 5MW Floating Solar Power System on Industrial Water Reservoir in Thailand,Project registered,28 Sep 20,2020-09-28,"TSB Bangkok Co., Ltd.","TSB GreeNex Co., Ltd. (formerly TSB Co., Ltd.)","<a href=""/jc/methodologies/th-am001-ver1-0/"">TH_AM001 Ver1.0</a>",TH_AM001 Ver1.0,"<a href=""/jc/methodologies/th-am001-ver1-0/"">TH_AM001 Ver1.0</a>",TH_AM001 Ver1.0,https://www.jcm.go.jp/jc/methodologies/th-am001-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH013,Thailand,Installation of Co-Generation Plant for On-Site Energy Supply and High Efficiency Non-Inverter Type Centrifugal Chiller in Motorcycle Factory,Project registered,17 Jun 22,2022-06-17,NS-OG Energy Solutions (Thailand) Ltd.,"NIPPON STEEL ENGINEERING CO., LTD.","<a href=""/jc/methodologies/th-am005-ver2-0/"">TH_AM005 Ver2.0</a><br>
<a href=""/jc/methodologies/th-am009-ver1-0/"">TH_AM009 Ver1.0</a>",TH_AM005 Ver2.0 TH_AM009 Ver1.0,"<a href=""/jc/methodologies/th-am005-ver2-0/"">TH_AM005 Ver2.0</a><br>
<a href=""/jc/methodologies/th-am009-ver1-0/"">TH_AM009 Ver1.0</a>",TH_AM005 Ver2.0 TH_AM009 Ver1.0,https://www.jcm.go.jp/jc/methodologies/th-am005-ver2-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH012,Thailand,Introduction of 0.97 MW Rooftop Solar Power System for Fishery Net Factory,Request for Registration withdrawn,,,"Siam Brothers Corp., Ltd.","Finetech Co., Ltd.","<a href=""/jc/methodologies/th-am001-ver1-0/"">TH_AM001 Ver1.0</a>",TH_AM001 Ver1.0,"<a href=""/jc/methodologies/th-am001-ver1-0/"">TH_AM001 Ver1.0</a>",TH_AM001 Ver1.0,https://www.jcm.go.jp/jc/methodologies/th-am001-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH011,Thailand,Introduction of 0.95 MW Rooftop Solar Power System in Cigarette Lighter Factory,Request for Registration withdrawn,,,"Thai Merry Co., Ltd.","Finetech Co., Ltd.","<a href=""/jc/methodologies/th-am001-ver1-0/"">TH_AM001 Ver1.0</a>",TH_AM001 Ver1.0,"<a href=""/jc/methodologies/th-am001-ver1-0/"">TH_AM001 Ver1.0</a>",TH_AM001 Ver1.0,https://www.jcm.go.jp/jc/methodologies/th-am001-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH010,Thailand,Introduction of 3.4 MW Rooftop Solar Power System in Technical Center and Office Buildings,Request for Registration withdrawn,,,"Toyota Daihatsu Engineering & Manufacturing Co., Ltd.",Toyota Motor Corporation,"<a href=""/jc/methodologies/th-am001-ver1-0/"">TH_AM001 Ver1.0</a>",TH_AM001 Ver1.0,"<a href=""/jc/methodologies/th-am001-ver1-0/"">TH_AM001 Ver1.0</a>",TH_AM001 Ver1.0,https://www.jcm.go.jp/jc/methodologies/th-am001-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH009,Thailand,Introduction of 30MW Rooftop Solar Power System to Large Supermarkets,Project registered,27 Mar 20,2020-03-27,"Impact Electrons Siam Co., Ltd.; Impact Solar Limited",Sharp Energy Solutions Corporation,"<a href=""/jc/methodologies/th-am001-ver1-0/"">TH_AM001 Ver1.0</a>",TH_AM001 Ver1.0,"<a href=""/jc/methodologies/th-am001-ver1-0/"">TH_AM001 Ver1.0</a>",TH_AM001 Ver1.0,https://www.jcm.go.jp/jc/methodologies/th-am001-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH008,Thailand,Introduction of Heat Recovery Heat Pumps to a Chicken Slaughtering Plant in Thailand,Project registered,20 Sep 21,2021-09-20,CPF (Thailand) Public Company Limited,"CPF Japan Co., Ltd.","<a href=""/jc/methodologies/th-am008-ver1-0/"">TH_AM008 Ver1.0</a>",TH_AM008 Ver1.0,"<a href=""/jc/methodologies/th-am008-ver1-0/"">TH_AM008 Ver1.0</a>",TH_AM008 Ver1.0,https://www.jcm.go.jp/jc/methodologies/th-am008-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH007,Thailand,Energy Saving for Air conditioning in Tire Manufacturing Factory with High Efficiency Centrifugal Chiller,Project registered,17 Jun 22,2022-06-17,"Bridgestone Tire Manufacturing (THAILAND) Co., Ltd.","INABATA & CO., LTD.","<a href=""/jc/methodologies/th-am005-ver2-0/"">TH_AM005 Ver2.0</a>",TH_AM005 Ver2.0,"<a href=""/jc/methodologies/th-am005-ver2-0/"">TH_AM005 Ver2.0</a>",TH_AM005 Ver2.0,https://www.jcm.go.jp/jc/methodologies/th-am005-ver2-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH006,Thailand,Power Generation by Waste Heat Recovery in Cement Industry,Project registered,02 Aug 19,2019-08-02,Siam City Power Company Limited,NTT Data Institute of Management Consulting Inc.,"<a href=""/jc/methodologies/th-am007-ver1-0/"">TH_AM007 Ver1.0</a>",TH_AM007 Ver1.0,"<a href=""/jc/methodologies/th-am007-ver1-0/"">TH_AM007 Ver1.0</a>",TH_AM007 Ver1.0,https://www.jcm.go.jp/jc/methodologies/th-am007-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH005,Thailand,Introduction of 3.4MW Rooftop Solar Power System to Air-conditioning Parts Factories,Project registered,14 Jan 19,2019-01-14,"SNC Former Public Co., Ltd.",Sharp Energy Solutions Corporation,"<a href=""/jc/methodologies/th-am001-ver1-0/"">TH_AM001 Ver1.0</a>",TH_AM001 Ver1.0,"<a href=""/jc/methodologies/th-am001-ver1-0/"">TH_AM001 Ver1.0</a>",TH_AM001 Ver1.0,https://www.jcm.go.jp/jc/methodologies/th-am001-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH004,Thailand,Energy Saving for Semiconductor Factory with High Efficiency Centrifugal Chiller and Compressor,Project registered,20 Apr 18,2018-04-20,"Sony Device Technology (Thailand) Co., Ltd.",Sony Semiconductor Manufacturing Corporation,"<a href=""/jc/methodologies/th-am003-ver1-0/"">TH_AM003 Ver1.0</a><br>
<a href=""/jc/methodologies/th-am002-ver2-0/"">TH_AM002 Ver2.0</a>",TH_AM003 Ver1.0 TH_AM002 Ver2.0,"<a href=""/jc/methodologies/th-am003-ver1-0/"">TH_AM003 Ver1.0</a><br>
<a href=""/jc/methodologies/th-am002-ver2-0/"">TH_AM002 Ver2.0</a>",TH_AM003 Ver1.0 TH_AM002 Ver2.0,https://www.jcm.go.jp/jc/methodologies/th-am003-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH003,Thailand,Installation of High Efficiency Air Conditioning System and Chillers in Semiconductor Factory,Project registered,20 Apr 18,2018-04-20,"Sony Device Technology (Thailand) Co., Ltd.",Sony Semiconductor Manufacturing Corporation,"<a href=""/jc/methodologies/th-am003-ver1-0/"">TH_AM003 Ver1.0</a><br>
<a href=""/jc/methodologies/th-am006-ver1-0/"">TH_AM006 Ver1.0</a>",TH_AM003 Ver1.0 TH_AM006 Ver1.0,"<a href=""/jc/methodologies/th-am003-ver1-0/"">TH_AM003 Ver1.0</a><br>
<a href=""/jc/methodologies/th-am006-ver1-0/"">TH_AM006 Ver1.0</a>",TH_AM003 Ver1.0 TH_AM006 Ver1.0,https://www.jcm.go.jp/jc/methodologies/th-am003-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH002,Thailand,Reducing GHG emission at Textile Factory of Luckytex (Thailand) Public Company Limited by Upgrading to Air-saving Loom,Project registered,20 Apr 18,2018-04-20,Toray Textiles (Thailand) Public Company Limited,"Toray Industries, Inc.","<a href=""/jc/methodologies/th-am004-ver1-0/"">TH_AM004 Ver1.0</a>",TH_AM004 Ver1.0,"<a href=""/jc/methodologies/th-am004-ver1-0/"">TH_AM004 Ver1.0</a>",TH_AM004 Ver1.0,https://www.jcm.go.jp/jc/methodologies/th-am004-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,TH001,Thailand,Introduction of Solar PV Systems on Rooftops of Factory and Office Building,Project registered,21 Aug 17,2017-08-21,Siam Steel International Public Company Limited,"Pacific Consultants Co., Ltd. (PCKK)","<a href=""/jc/methodologies/th-am001-ver1-0/"">TH_AM001 Ver1.0</a>",TH_AM001 Ver1.0,"<a href=""/jc/methodologies/th-am001-ver1-0/"">TH_AM001 Ver1.0</a>",TH_AM001 Ver1.0,https://www.jcm.go.jp/jc/methodologies/th-am001-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,SA001,Saudi Arabia,Introduction of High Efficiency Electrolyzer in Chlor-Alkali Production Plant,Project registered,13 Jul 18,2018-07-13,Jubail Chemical Industries Company (JANA),Kanematsu Corporation,"<a href=""/jc/methodologies/sa-am001-ver1-0/"">SA_AM001 Ver1.0</a>",SA_AM001 Ver1.0,"<a href=""/jc/methodologies/sa-am001-ver1-0/"">SA_AM001 Ver1.0</a>",SA_AM001 Ver1.0,https://www.jcm.go.jp/jc/methodologies/sa-am001-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
JCM,PW005,Palau,Palau / Introduction of 1MW Solar Power System on Supermarket Rooftop,Project registered,23 Dec 24,2024-12-23,Surangel & Sons Company,Sharp Energy Solutions Corporation,"<a href=""/jc/methodologies/pw-am001-ver1-0/"">PW_AM001 Ver1.0</a>",PW_AM001 Ver1.0,"<a href=""/jc/methodologies/pw-am001-ver1-0/"">PW_AM001 Ver1.0</a>",PW_AM001 Ver1.0,https://www.jcm.go.jp/jc/methodologies/pw-am001-ver1-0/,https://www.jcm.go.jp/jc/mn-projects/
