source_id,source_name,source_project_id,project_name,issuance_date,issued_quantity,credit_unit,methodology_name,durability,country,source_url
puro_earth,Puro Earth,706975,ECOERA Millennium 1 Hammenhög Skånefrö,06 Nov 2025,113.0,CORC,"Biochar, 2022",100+ years,Sweden,https://registry.puro.earth/issuances
puro_earth,Puro Earth,432524,"Exomad Green, Concepción",29 Oct 2025,9309.0,CORC,"Biochar, 2022",100+ years,Bolivia,https://registry.puro.earth/issuances
puro_earth,Puro Earth,442197,Enhanced Rock Weathering - Smallholder farmers in India,23 Oct 2025,77.0,CORC,"Enhanced Rock Weathering, 2022",1000+ years,India,https://registry.puro.earth/issuances
puro_earth,Puro Earth,816220,Truecoco Ghana Ltd,14 Oct 2025,870.0,CORC,"Biochar, 2022",100+ years,Ghana,https://registry.puro.earth/issuances
puro_earth,Puro Earth,353054,Gevo North Dakota,30 Sept 2025,69771.0,CORC,Geologically stored carbon,1000+ years,United States,https://registry.puro.earth/issuances
puro_earth,Puro Earth,387867,Eion - Twinterstellar 3021,24 Sept 2025,748.0,CORC,"Enhanced Rock Weathering, 2022",1000+ years,United States,https://registry.puro.earth/issuances
puro_earth,Puro Earth,432524,"Exomad Green, Concepción",15 Sept 2025,7581.0,CORC,"Biochar, 2022",100+ years,Bolivia,https://registry.puro.earth/issuances
puro_earth,Puro Earth,674019,Novocarbo Baltic Sea,12 Sept 2025,137.0,CORC,"Biochar, 2022",100+ years,Germany,https://registry.puro.earth/issuances
puro_earth,Puro Earth,301704,Varaha Corn Seed Facility 1 : Pooling ID 301704,10 Sept 2025,2481.0,CORC,"Biochar, 2022",100+ years,India,https://registry.puro.earth/issuances
puro_earth,Puro Earth,292788,"Exomad Green, Riberalta",09 Sept 2025,4067.0,CORC,"Biochar, 2022",100+ years,Bolivia,https://registry.puro.earth/issuances
puro_earth,Puro Earth,272454,EUTHENIA ENERGY CENTER,01 Sept 2025,1738.0,CORC,"Biochar, 2022",100+ years,Spain,https://registry.puro.earth/issuances
puro_earth,Puro Earth,705515,Tierra Prieta - Parras,25 Aug 2025,521.0,CORC,"Biochar, 2022",100+ years,Mexico,https://registry.puro.earth/issuances
puro_earth,Puro Earth,448190,BBB - AWJ_Newton Rigg (JNR),18 Aug 2025,177.0,CORC,"Biochar, 2022",100+ years,United Kingdom,https://registry.puro.earth/issuances
puro_earth,Puro Earth,432524,"Exomad Green, Concepción",18 Aug 2025,7818.0,CORC,"Biochar, 2022",100+ years,Bolivia,https://registry.puro.earth/issuances
puro_earth,Puro Earth,511686,BBB - Ahlstrom_Radcliffe,12 Aug 2025,99.0,CORC,"Biochar, 2022",100+ years,United Kingdom,https://registry.puro.earth/issuances
