source_id,source_name,methodology_name,methodology_code,source_project_id,project_name,country,project_url
gold_standard,Gold Standard,ACM0010 GHG emission reductions from manure management systems,,12077,Wenshi AMMS GHG Mitigation Project in Anhui Province,China,https://registry.goldstandard.org/projects/details/12077
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,12054,Illoulofin PV Solar Plant - Defissol,Benin,https://registry.goldstandard.org/projects/details/12054
gold_standard,Gold Standard,AMS-I.D. Grid connected renewable electricity generation,,12043,14.90 MW Biomass-based power plant by Jasrasar Green Power Energy Pvt. Ltd. in Rajasthan India,India,https://registry.goldstandard.org/projects/details/12043
gold_standard,Gold Standard,AMS-I.D. Grid connected renewable electricity generation,,12044,14.90 MW Biomass-based power plant by Sardarshahar Agri Energy Pvt. Ltd. in Rajasthan India,India,https://registry.goldstandard.org/projects/details/12044
gold_standard,Gold Standard,GS Methodology for emission reductions from safe drinking water supply,,12050,GS11638 GS11640 RVPA-2 SPOUTS Water Purifier Programme in Africa- WPS in Uganda by AERA- VPA 4,Uganda,https://registry.goldstandard.org/projects/details/12050
gold_standard,Gold Standard,GS Methodology for emission reductions from safe drinking water supply,,12052,GS11638 GS11640 RVPA-3 SPOUTS Water Purifier Programme in Africa- WPS in Uganda by AERA- VPA 5,Uganda,https://registry.goldstandard.org/projects/details/12052
gold_standard,Gold Standard,GS Methodology for emission reductions from safe drinking water supply,,11675,GS7591 VPA 47 GIF Gash-Barka Safe Water Project,Eritrea,https://registry.goldstandard.org/projects/details/11675
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.,,11948,SUVIDHA’s Decentralized Energy Interventions for Rural Communities in India VPA – 4 (Himachal Pradesh IndiGo),India,https://registry.goldstandard.org/projects/details/11948
gold_standard,Gold Standard,ACM0010 GHG emission reductions from manure management systems,,12048,Jintai Animal Manure Management System GHG Mitigation Project,China,https://registry.goldstandard.org/projects/details/12048
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,12016,Ca Mau 1C Wind Power Plant Project,Viet Nam,https://registry.goldstandard.org/projects/details/12016
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11991,GS1340 - Efficient cookstoves in Burkina Faso – tiipaalga F3PA cookstoves in Center-South Protected Areas - VPA-49,Burkina Faso,https://registry.goldstandard.org/projects/details/11991
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11990,GS1340 - Efficient cookstoves in Burkina Faso – tiipaalga F3PA cookstoves in Center-South Protected Areas - VPA-48,Burkina Faso,https://registry.goldstandard.org/projects/details/11990
gold_standard,Gold Standard,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING – TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,,11945,Samarth- Empowering lives through clean technology,India,https://registry.goldstandard.org/projects/details/11945
gold_standard,Gold Standard,ACM0010 GHG emission reductions from manure management systems,,12075,Shilichong AMWS GHG Mitigation Project,China,https://registry.goldstandard.org/projects/details/12075
gold_standard,Gold Standard,AMS-III.BA Recovery and recycling of materials from E-waste,,11621,Igneo Technologies – Precious Metals and Copper Recovering and Recycling Activities Savannah GA USA    ,United States,https://registry.goldstandard.org/projects/details/11621
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11932,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 37,Malawi,https://registry.goldstandard.org/projects/details/11932
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11917,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 17,Malawi,https://registry.goldstandard.org/projects/details/11917
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11918,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 18,Malawi,https://registry.goldstandard.org/projects/details/11918
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11919,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 19,Malawi,https://registry.goldstandard.org/projects/details/11919
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11920,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 20,Malawi,https://registry.goldstandard.org/projects/details/11920
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11921,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 21,Malawi,https://registry.goldstandard.org/projects/details/11921
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11922,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 22,Malawi,https://registry.goldstandard.org/projects/details/11922
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11923,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 23,Malawi,https://registry.goldstandard.org/projects/details/11923
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11924,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 24,Malawi,https://registry.goldstandard.org/projects/details/11924
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11925,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 25,Malawi,https://registry.goldstandard.org/projects/details/11925
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11926,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 26,Malawi,https://registry.goldstandard.org/projects/details/11926
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11927,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 27,Malawi,https://registry.goldstandard.org/projects/details/11927
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11928,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 29,Malawi,https://registry.goldstandard.org/projects/details/11928
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11929,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 31,Malawi,https://registry.goldstandard.org/projects/details/11929
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11930,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 33,Malawi,https://registry.goldstandard.org/projects/details/11930
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11931,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 35,Malawi,https://registry.goldstandard.org/projects/details/11931
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11916,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 16,Malawi,https://registry.goldstandard.org/projects/details/11916
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11915,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 15,Malawi,https://registry.goldstandard.org/projects/details/11915
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11914,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 14,Malawi,https://registry.goldstandard.org/projects/details/11914
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11913,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 13,Malawi,https://registry.goldstandard.org/projects/details/11913
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11912,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 12,Malawi,https://registry.goldstandard.org/projects/details/11912
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11911,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 11,Malawi,https://registry.goldstandard.org/projects/details/11911
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11910,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 10,Malawi,https://registry.goldstandard.org/projects/details/11910
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11909,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 9,Malawi,https://registry.goldstandard.org/projects/details/11909
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11908,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 8,Malawi,https://registry.goldstandard.org/projects/details/11908
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11907,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 7,Malawi,https://registry.goldstandard.org/projects/details/11907
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11906,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 6,Malawi,https://registry.goldstandard.org/projects/details/11906
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11905,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 5,Malawi,https://registry.goldstandard.org/projects/details/11905
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11904,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 4,Malawi,https://registry.goldstandard.org/projects/details/11904
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11903,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 3,Malawi,https://registry.goldstandard.org/projects/details/11903
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11902,GS11677 Malawi Biomass Energy Conservation Programme CPA 2,Malawi,https://registry.goldstandard.org/projects/details/11902
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11677,GS  Biomass Energy Conservation Programme,Malawi,https://registry.goldstandard.org/projects/details/11677
gold_standard,Gold Standard,ACM0010 GHG emission reductions from manure management systems,,12073,Xinwufeng AMMS GHG Mitigation Project in Hunan Province,China,https://registry.goldstandard.org/projects/details/12073
gold_standard,Gold Standard,GS TPDDTEC v3.1,,11992,Naafa Cookstove Project  ,Guinea,https://registry.goldstandard.org/projects/details/11992
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,11983,Hung Hai Gia Lai Wind Power Project,Viet Nam,https://registry.goldstandard.org/projects/details/11983
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,11984,Tan Thuan Wind Power Project,Viet Nam,https://registry.goldstandard.org/projects/details/11984
gold_standard,Gold Standard,"GS PAA: Methodology for Metered & Measured Energy Cooking Devices, V2.0",,11970,Deployment of LPG cookstoves in Kenya VPA 1,Kenya,https://registry.goldstandard.org/projects/details/11970
gold_standard,Gold Standard,Methodology for Metered & Measured Energy Cooking Devices,,11725,Deployment of LPG Cookstoves in Kenya POA,Kenya,https://registry.goldstandard.org/projects/details/11725
gold_standard,Gold Standard,GS Methodology for emission reductions from safe drinking water supply,,12032,Safe drinking water project,Tanzania United Republic of,https://registry.goldstandard.org/projects/details/12032
gold_standard,Gold Standard,GS Methodology for emission reductions from safe drinking water supply,,11956,GS11955 VPA-1 Safe Water Supply in Zambia,Zambia,https://registry.goldstandard.org/projects/details/11956
gold_standard,Gold Standard,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING – TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,,11955,GS11955 PoA Safe Water Supply in South Africa,Zambia,https://registry.goldstandard.org/projects/details/11955
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,11969,Zarafshan Wind Farm,Uzbekistan,https://registry.goldstandard.org/projects/details/11969
gold_standard,Gold Standard,AMS-I.D. Grid connected renewable electricity generation,,11863,Bundled Renewable Power Project by Jai Bharat Gp,India,https://registry.goldstandard.org/projects/details/11863
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,11892,Foundation Wind Energy-II (Private) Limited 50 MW Wind Farm Project,Pakistan,https://registry.goldstandard.org/projects/details/11892
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,11891,Foundation Wind Energy-I Limited 50 MW Wind Farm Project,Pakistan,https://registry.goldstandard.org/projects/details/11891
gold_standard,Gold Standard,GS Methodology for emission reductions from safe drinking water supply,,11685,Safe Water Supply - Choluteca VPA 001(R),Honduras,https://registry.goldstandard.org/projects/details/11685
gold_standard,Gold Standard,GS Methodology for emission reductions from safe drinking water supply,,11684, Safe Water Development of the Americas,Dominican Republic,https://registry.goldstandard.org/projects/details/11684
gold_standard,Gold Standard,GS Methodology for emission reductions from safe drinking water supply,,11972,Togo household water purifier project  ,Togo,https://registry.goldstandard.org/projects/details/11972
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,11636,NREA Zaafarana 50 MW Solar PV Park,Egypt,https://registry.goldstandard.org/projects/details/11636
gold_standard,Gold Standard,GS Methodology for emission reductions from safe drinking water supply,,12015,Safe Water in Uganda,Uganda,https://registry.goldstandard.org/projects/details/12015
gold_standard,Gold Standard,GS Methodology for emission reductions from safe drinking water supply,,11864,GS7591 VPA 48 Safe Water Supply in the Central African Republic,Central African Republic,https://registry.goldstandard.org/projects/details/11864
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11660,POA-GS11658-Smart Cookstove Program by TATA Communications – Climate Resilient Village Program: Meghalaya Project – VPA01,India,https://registry.goldstandard.org/projects/details/11660
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,11658,Smart Cookstove Program by TATA Communications ,India,https://registry.goldstandard.org/projects/details/11658
gold_standard,Gold Standard,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING – TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,,11855,Improved Woodstove Project 2 in Udaipur ,India,https://registry.goldstandard.org/projects/details/11855
gold_standard,Gold Standard,AMS-I.F. Renewable electricity generation for captive use and mini-grid,,11943,Bio-energy for Circular Agriculture (BeCA) PoA,Viet Nam,https://registry.goldstandard.org/projects/details/11943
gold_standard,Gold Standard,AMS-I.F. Renewable electricity generation for captive use and mini-grid,,11944,GS11943 VPA-001 Bio-energy for Circular Agriculture (BeCA),Viet Nam,https://registry.goldstandard.org/projects/details/11944
gold_standard,Gold Standard,GS TPDDTEC v3.1,,11722,Promotion of clean cooking solutions in rural India by Infosys – VPA 2,India,https://registry.goldstandard.org/projects/details/11722
gold_standard,Gold Standard,AMS-I.F. Renewable electricity generation for captive use and mini-grid,,11936,Solar Power for Rural Regions in Nigeria,Nigeria,https://registry.goldstandard.org/projects/details/11936
gold_standard,Gold Standard,Methodology for Metered & Measured Energy Cooking Devices,,11578,Beyond Biomass: UpEnergy Electric Cooking,Benin,https://registry.goldstandard.org/projects/details/11578
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11704,GS1340 - Efficient cookstoves in Burkina Faso -  tiipaalga F3PA cookstoves in Ganzourgou and Oubritenga - VPA-37,Burkina Faso,https://registry.goldstandard.org/projects/details/11704
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11703,GS1340 - Efficient cookstoves in Burkina Faso -  tiipaalga F3PA cookstoves in Ganzourgou and Oubritenga - VPA-36,Burkina Faso,https://registry.goldstandard.org/projects/details/11703
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11701,GS1340 - Efficient cookstoves in Burkina Faso -  tiipaalga F3PA cookstoves in Ganzourgou and Oubritenga - VPA-34,Burkina Faso,https://registry.goldstandard.org/projects/details/11701
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11706,GS1340 - Efficient cookstoves in Burkina Faso -  tiipaalga F3PA cookstoves in Ganzourgou and Oubritenga - VPA-39,Burkina Faso,https://registry.goldstandard.org/projects/details/11706
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11700,GS1340 - Efficient cookstoves in Burkina Faso -  tiipaalga F3PA cookstoves in Ganzourgou and Oubritenga - VPA-33,Burkina Faso,https://registry.goldstandard.org/projects/details/11700
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11705,GS1340 - Efficient cookstoves in Burkina Faso -  tiipaalga F3PA cookstoves in Ganzourgou and Oubritenga - VPA-38,Burkina Faso,https://registry.goldstandard.org/projects/details/11705
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11699,GS1340 - Efficient cookstoves in Burkina Faso -  tiipaalga F3PA cookstoves in Ganzourgou and Oubritenga - VPA-32,Burkina Faso,https://registry.goldstandard.org/projects/details/11699
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11702,GS1340 - Efficient cookstoves in Burkina Faso -  tiipaalga F3PA cookstoves in Ganzourgou and Oubritenga - VPA-35,Burkina Faso,https://registry.goldstandard.org/projects/details/11702
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11698,GS1340 - Efficient cookstoves in Burkina Faso -  tiipaalga F3PA cookstoves in Ganzourgou and Oubritenga - VPA-31,Burkina Faso,https://registry.goldstandard.org/projects/details/11698
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11697,GS1340 - Efficient cookstoves in Burkina Faso -  tiipaalga F3PA cookstoves in Ganzourgou and Oubritenga - VPA-30,Burkina Faso,https://registry.goldstandard.org/projects/details/11697
gold_standard,Gold Standard,Methodology for Metered & Measured Energy Cooking Devices,,11815,Electric Cooking Program by ATEC ,Cambodia,https://registry.goldstandard.org/projects/details/11815
gold_standard,Gold Standard,Methodology for Metered & Measured Energy Cooking Devices,,11816,PoA GS11815- Electric Cooking Program by ATEC - Electric Cooking Program in Cambodia by ATEC-VPA01,Cambodia,https://registry.goldstandard.org/projects/details/11816
gold_standard,Gold Standard,GS Methodology for emission reductions from safe drinking water supply,,11968,VCC Benin Water Purifier Project ,Benin,https://registry.goldstandard.org/projects/details/11968
gold_standard,Gold Standard,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING – TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,,11548,SUVIDHA’s Decentralized Energy Interventions for Rural Communities in India VPA – 2 (Assam),India,https://registry.goldstandard.org/projects/details/11548
gold_standard,Gold Standard,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING – TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,,11549,SUVIDHA’s Decentralized Energy Interventions for Rural Communities in India VPA – 3 (Odisha),India,https://registry.goldstandard.org/projects/details/11549
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11762,VPA 65 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11762
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11764,VPA 67 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11764
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11759,VPA 62 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11759
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11763,VPA 66 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11763
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11758,VPA 61 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11758
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11761,VPA 64 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11761
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11757,VPA 60 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11757
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11760,VPA 63 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11760
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11756,VPA 59 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11756
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11753,VPA 56 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11753
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11755,VPA 58- GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11755
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11752,VPA 55 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11752
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11754,VPA 57 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11754
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11750,VPA 53 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11750
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11751,VPA 54 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11751
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11749,VPA 52 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11749
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11748,VPA 51 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11748
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11745,VPA 48 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11745
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11747,VPA 50 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11747
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11835,VPA 88  - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11835
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11836,VPA 89 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11836
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11837,VPA 90  - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11837
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11838,VPA 91  - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11838
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11839,VPA  92  - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11839
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11840,VPA 93  - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11840
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11841,VPA 94 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11841
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11842,VPA 95- GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11842
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11843,VPA 96 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11843
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11844,VPA 97  - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11844
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11845,VPA 98 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11845
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11846,VPA 99  - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11846
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11847,VPA 100  - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11847
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.1,,11849,VPA 102- GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,Bangladesh,https://registry.goldstandard.org/projects/details/11849
