source_id,source_name,methodology_name,methodology_code,source_project_id,project_name,country,project_url
gold_standard,Gold Standard,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,,832,Efficient Cook Stoves in the Bahian Reconcavo region,Brazil,https://registry.goldstandard.org/projects/details/832
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,4813,Sidrap Wind Farm Project Phase 1,Indonesia,https://registry.goldstandard.org/projects/details/4813
gold_standard,Gold Standard,GS TPDDTEC v3.1,,7436,GS5658 VPA 10: Resilience with Safe drinking water in Drought Prone Areas of Bale Zone in Oromia (Ethiopia) phase II,Ethiopia,https://registry.goldstandard.org/projects/details/7436
gold_standard,Gold Standard,AMS-I.D. Grid connected renewable electricity generation,,3405,Los Santos Wind Power Project,Costa Rica,https://registry.goldstandard.org/projects/details/3405
gold_standard,Gold Standard,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,,6275,Domestic Biogas Project for rural households in India,India,https://registry.goldstandard.org/projects/details/6275
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,6212,Promoting Clean Cooking Solutions for the Disadvantaged Households,Nepal,https://registry.goldstandard.org/projects/details/6212
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,1378,Nanyang Danjiang River Solar Cooker Project Phase I,China,https://registry.goldstandard.org/projects/details/1378
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.,,1075,Solar cooking in Chad (PoA),Chad,https://registry.goldstandard.org/projects/details/1075
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,7434,Henan Funiushan Solar Cooker Project Phase II,China,https://registry.goldstandard.org/projects/details/7434
gold_standard,Gold Standard,GS TPDDTEC v3.1,,7438,Improved Cookstove Project In Uganda,Uganda,https://registry.goldstandard.org/projects/details/7438
gold_standard,Gold Standard,GS TPDDTEC v3.1,,3262,GS1247 VPA 28 Improved Kitchen regimes: Improved stove in Zoba Anseba Eritrea,Eritrea,https://registry.goldstandard.org/projects/details/3262
gold_standard,Gold Standard,Not provided,,6513,VPA - Spring Health - 1,India,https://registry.goldstandard.org/projects/details/6513
gold_standard,Gold Standard,GS TPDDTEC v3.1,,7395,GS5047 VPA26 African Improved Cookstoves and Clean Water Programme: Nyagatare Safe Water Project VI,Rwanda,https://registry.goldstandard.org/projects/details/7395
gold_standard,Gold Standard,GS TPDDTEC v 2.,,4205,Believe Green Spring Health Tankol Safe Drinking Water,India,https://registry.goldstandard.org/projects/details/4205
gold_standard,Gold Standard,AMS-III.AV. Low greenhouse gas emitting water purification systems,,4290,Nazava Water Filter Project,Indonesia,https://registry.goldstandard.org/projects/details/4290
gold_standard,Gold Standard,GS TPDDTEC v 1.,,1124,Native Hydraid Water Filtration in Kenya,Kenya,https://registry.goldstandard.org/projects/details/1124
gold_standard,Gold Standard,GS TPDDTEC v 1.,,5796,GS 5796 Native Energy Clean Water Programme Central America: VPA (03) Haiti,Haiti,https://registry.goldstandard.org/projects/details/5796
gold_standard,Gold Standard,GS TPDDTEC v 1.,,1332,GS1290: Native Clean Water Programme Central America: VPA (01) Honduras,Honduras,https://registry.goldstandard.org/projects/details/1332
gold_standard,Gold Standard,GS TPDDTEC v 1.,,3326,Native Hydraid BioSand Water Filter Program Central America: NE – VPA – 02 – HON,Honduras,https://registry.goldstandard.org/projects/details/3326
gold_standard,Gold Standard,Not provided,,3698,Native Clean Water Programme South East Asia,India,https://registry.goldstandard.org/projects/details/3698
gold_standard,Gold Standard,GS TPDDTEC v3.1,,7401,GS5047 VPA32 African Improved Cookstoves and Clean Water Programme: Nyagatare Safe Water Project XII,Rwanda,https://registry.goldstandard.org/projects/details/7401
gold_standard,Gold Standard,GS TPDDTEC v3.1,,7400,GS5047 VPA31 African Improved Cookstoves and Clean Water Programme: Nyagatare Safe Water Project XI,Rwanda,https://registry.goldstandard.org/projects/details/7400
gold_standard,Gold Standard,GS TPDDTEC v3.1,,7399,GS5047 VPA30 African Improved Cookstoves and Clean Water Programme: Nyagatare Safe Water Project X,Rwanda,https://registry.goldstandard.org/projects/details/7399
gold_standard,Gold Standard,GS TPDDTEC v3.1,,7398,GS5047 VPA29 African Improved Cookstoves and Clean Water Programme: Nyagatare Safe Water Project IX,Rwanda,https://registry.goldstandard.org/projects/details/7398
gold_standard,Gold Standard,GS TPDDTEC v3.1,,7397,GS5047 VPA28 African Improved Cookstoves and Clean Water Programme: Nyagatare Safe Water Project VIII,Rwanda,https://registry.goldstandard.org/projects/details/7397
gold_standard,Gold Standard,GS TPDDTEC v3.1,,7396,GS5047 VPA27 African Improved Cookstoves and Clean Water Programme: Nyagatare Safe Water Project VII,Rwanda,https://registry.goldstandard.org/projects/details/7396
gold_standard,Gold Standard,Not provided,,1294,GS1264: Native Clean Water Programme West Africa: VPA(01) Ghana,Ghana,https://registry.goldstandard.org/projects/details/1294
gold_standard,Gold Standard,AMS-I.D. Grid connected renewable electricity generation,,6607,Biomass based power project of VPL,India,https://registry.goldstandard.org/projects/details/6607
gold_standard,Gold Standard,GS TPDDTEC v 2.,,2758,Proyecto Mirador Enhanced Distribution of Improved Cookstoves in Latin America - First VPA for Distribution of Dos por Tres Cookstoves in Honduras,Honduras,https://registry.goldstandard.org/projects/details/2758
gold_standard,Gold Standard,GS TPDDTEC v 2.,,690,*Proyecto Mirador enhanced distribution of efficient woodstoves,Honduras,https://registry.goldstandard.org/projects/details/690
gold_standard,Gold Standard,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,,7392,PoA GS 973 - United Organic Coffee Growers (UOCG) CPA I,Uganda,https://registry.goldstandard.org/projects/details/7392
gold_standard,Gold Standard,GS TPDDTEC v 1.,,5802,GS1264: Native Clean Water Programme West Africa- VPA (03) Santrokofi Ghana,Ghana,https://registry.goldstandard.org/projects/details/5802
gold_standard,Gold Standard,GS TPDDTEC v 1.,,1264,Native Energy Hydraid BioSand Water Filter Programme West Africa,Ghana,https://registry.goldstandard.org/projects/details/1264
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7372,GS1366 VPA 15 Kilifi Borehole Rehabilitation Project ,Kenya,https://registry.goldstandard.org/projects/details/7372
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7371,GS1366 VPA 14 Kilifi Borehole Rehabilitation Project ,Kenya,https://registry.goldstandard.org/projects/details/7371
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7370,GS1366 VPA 13 Kilifi Borehole Rehabilitation Project ,Kenya,https://registry.goldstandard.org/projects/details/7370
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7369,GS1366 VPA 12 Kilifi Borehole Rehabilitation Project ,Kenya,https://registry.goldstandard.org/projects/details/7369
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7368,GS1366 VPA 11 Kilifi Borehole Rehabilitation Project ,Kenya,https://registry.goldstandard.org/projects/details/7368
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7367,GS1366 VPA 10 Kilifi Borehole Rehabilitation Project ,Kenya,https://registry.goldstandard.org/projects/details/7367
gold_standard,Gold Standard,AMS-III.BG Emission reduction through sustainable charcoal production and consumption,,5391,EcoMakala Virunga Energy project,Congo the Democratic Republic of the,https://registry.goldstandard.org/projects/details/5391
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7364,GS1247 VPA 185 Lango Safe Water Project,Uganda,https://registry.goldstandard.org/projects/details/7364
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7362,GS1247 VPA 183 Lango Safe Water Project,Uganda,https://registry.goldstandard.org/projects/details/7362
gold_standard,Gold Standard,GS Methodology for Improved Cook stoves and Kitchen Regimes v1.,,500,Darfur Efficient Cook-stove Project,Sudan,https://registry.goldstandard.org/projects/details/500
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7366,GS1247 VPA 187 Lango Safe Water Project,Uganda,https://registry.goldstandard.org/projects/details/7366
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7365,GS1247 VPA 186 Lango Safe Water Project,Uganda,https://registry.goldstandard.org/projects/details/7365
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7363,GS1247 VPA 184 Lango Safe Water Project,Uganda,https://registry.goldstandard.org/projects/details/7363
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.,,7112,GS2489 Efficient cookstoves in Benin and Togo – VPA4 – EcoBenin – Women Soils and Energy,Benin,https://registry.goldstandard.org/projects/details/7112
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.,,6998,GS2489 Efficient cookstoves in Benin and Togo – VPA3 – EcoBenin – Women Soils and Energy,Benin,https://registry.goldstandard.org/projects/details/6998
gold_standard,Gold Standard,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,,7346,PoA GS 973 - Ecological Christian Organisation (ECO) CPA 1 GS XXXX,Uganda,https://registry.goldstandard.org/projects/details/7346
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,2681,Ova Wind Power Plant,Turkey,https://registry.goldstandard.org/projects/details/2681
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,1306,Kardemir Bozyaka Wind Power Plant,Turkey,https://registry.goldstandard.org/projects/details/1306
gold_standard,Gold Standard,GS TPDDTEC v3.1,,4036,GS1247 VPA 40 Improved Kitchen Regimes: Dissemination of improved stove in Zoba Anseba Eritrea 2,Eritrea,https://registry.goldstandard.org/projects/details/4036
gold_standard,Gold Standard,GS TPDDTEC v3.1,,5230,GS5658 VPA 1: Borehole project “Ease Water Madagascar”,Madagascar,https://registry.goldstandard.org/projects/details/5230
gold_standard,Gold Standard,GS TPDDTEC v3.1,,6598,Water for Climate Rwanda Project,Rwanda,https://registry.goldstandard.org/projects/details/6598
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.,,7343,GS1729 Myanmar Stoves Campaign - Soneva in Myanmar - VPA No. 012,Myanmar,https://registry.goldstandard.org/projects/details/7343
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7336,GS1247 VPA 182 Zoba Debub Community Boreholes,Eritrea,https://registry.goldstandard.org/projects/details/7336
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7335,GS1247 VPA 181 Zoba Debub Community Boreholes,Eritrea,https://registry.goldstandard.org/projects/details/7335
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7334,GS1247 VPA 180 Zoba Debub Community Boreholes,Eritrea,https://registry.goldstandard.org/projects/details/7334
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7333,GS1247 VPA 179 Zoba Debub Community Boreholes,Eritrea,https://registry.goldstandard.org/projects/details/7333
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7332,GS1247 VPA 178 Zoba Debub Community Boreholes,Eritrea,https://registry.goldstandard.org/projects/details/7332
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7331,GS1247 VPA 177 Zoba Debub Community Boreholes,Eritrea,https://registry.goldstandard.org/projects/details/7331
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7330,GS1247 VPA 176 Zoba Debub Community Boreholes,Eritrea,https://registry.goldstandard.org/projects/details/7330
gold_standard,Gold Standard,GS TPDDTEC v 1.,,5042,GS1247 VPA 69 Zoba Debub Community Boreholes,Eritrea,https://registry.goldstandard.org/projects/details/5042
gold_standard,Gold Standard,GS TPDDTEC v 1.,,5038,GS1247 VPA 65 Zoba Debub Community Boreholes,Eritrea,https://registry.goldstandard.org/projects/details/5038
gold_standard,Gold Standard,GS TPDDTEC v3.1,,7311,GS5658 VPA 9: Water is Life - Phase II Madagascar,Madagascar,https://registry.goldstandard.org/projects/details/7311
gold_standard,Gold Standard,GS TPDDTEC v3.1,,7090,GS5658 VPA 8: The Community Safe Water (Madagascar),Madagascar,https://registry.goldstandard.org/projects/details/7090
gold_standard,Gold Standard,GS TPDDTEC v3.1,,6752,GS5658 VPA 7: Water is Life Madagascar,Madagascar,https://registry.goldstandard.org/projects/details/6752
gold_standard,Gold Standard,GS TPDDTEC v3.1,,6751,GS5658 VPA 6: Resilience with safe drinking water in Afar Regional State (Ethiopia),Ethiopia,https://registry.goldstandard.org/projects/details/6751
gold_standard,Gold Standard,GS TPDDTEC v3.1,,6750,GS5658 VPA 5: Resilience with Safe drinking water in Somali Regional State (Ethiopia),Ethiopia,https://registry.goldstandard.org/projects/details/6750
gold_standard,Gold Standard,AMS-III.I. Avoidance of methane production in wastewater treatment through replacement of anaerobic systems by aerobic systems,,708,Chumporn applied biogas technology for advanced waste water management,Thailand,https://registry.goldstandard.org/projects/details/708
gold_standard,Gold Standard,GS TPDDTEC v 1.,,5244,GS1247 VPA 84 Zoba Maekel Community Boreholes,Eritrea,https://registry.goldstandard.org/projects/details/5244
gold_standard,Gold Standard,GS TPDDTEC v 1.,,4797,GS1247 VPA 54 Eritrean District Boreholes,Eritrea,https://registry.goldstandard.org/projects/details/4797
gold_standard,Gold Standard,GS TPDDTEC v 1.,,4518,GS1247 VPA 47 Eritrean District Boreholes,Eritrea,https://registry.goldstandard.org/projects/details/4518
gold_standard,Gold Standard,GS TPDDTEC v3.1,,6749,GS5658 VPA 4: Resilience with Safe Drinking Water in Drought Prone Areas of Bale Zone in Oromia (Ethiopia),Ethiopia,https://registry.goldstandard.org/projects/details/6749
gold_standard,Gold Standard,GS TPDDTEC v 2.,,6790,GS1247 VPA 155 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda,Rwanda,https://registry.goldstandard.org/projects/details/6790
gold_standard,Gold Standard,GS TPDDTEC v 1.,,4202,GS1247 VPA 41 Gatsibo District Boreholes (GS4202),Rwanda,https://registry.goldstandard.org/projects/details/4202
gold_standard,Gold Standard,GS TPDDTEC v 1.,,3432,GS1247 VPA 21 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda,Rwanda,https://registry.goldstandard.org/projects/details/3432
gold_standard,Gold Standard,GS TPDDTEC v 1.,,3430,GS1247 VPA 19 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda,Rwanda,https://registry.goldstandard.org/projects/details/3430
gold_standard,Gold Standard,GS TPDDTEC v 1.,,3306,GS1247 VPA 11 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda,Rwanda,https://registry.goldstandard.org/projects/details/3306
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.,,2395,GS1729 Myanmar Stoves Campaign - Stoves for Myanmar - VPA No. 003,Myanmar,https://registry.goldstandard.org/projects/details/2395
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.,,6338,GS1729 Myanmar Stoves Campaign - Soneva in Myanmar - VPA No. 008,Myanmar,https://registry.goldstandard.org/projects/details/6338
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.,,6129,GS1729 Myanmar Stoves Campaign - Soneva in Myanmar - VPA No. 007,Myanmar,https://registry.goldstandard.org/projects/details/6129
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.,,5661,GS1729 - Myanmar Stoves Campaign - Soneva in Myanmar - VPA No. 005,Myanmar,https://registry.goldstandard.org/projects/details/5661
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.,,5660,GS1729 - Myanmar Stoves Campaign - Soneva in Myanmar - VPA No. 004,Myanmar,https://registry.goldstandard.org/projects/details/5660
gold_standard,Gold Standard,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,,6394,Nepal Biogas Support Program - CPA 7: 18392 digesters,Nepal,https://registry.goldstandard.org/projects/details/6394
gold_standard,Gold Standard,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,,6393,Nepal Biogas Support Program - CPA 6: 18504 digesters,Nepal,https://registry.goldstandard.org/projects/details/6393
gold_standard,Gold Standard,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,,3566,Nepal Biogas Support Program - CPA 5: 19842 digesters,Nepal,https://registry.goldstandard.org/projects/details/3566
gold_standard,Gold Standard,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,,3116,Nepal Biogas Support Program - CPA 4: 19970 digesters,Nepal,https://registry.goldstandard.org/projects/details/3116
gold_standard,Gold Standard,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,,3114,Nepal Biogas Support Program - CPA 3: 19959 digesters,Nepal,https://registry.goldstandard.org/projects/details/3114
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.,,6861,GS1729 Myanmar Stoves Campaign - Soneva in Myanmar - VPA No. 011,Myanmar,https://registry.goldstandard.org/projects/details/6861
gold_standard,Gold Standard,GS MS Simplified Methodology for Efficient Cookstoves v1.,,2295,GS1729 Myanmar Stoves Campaign - SLOW LIFE in Myanmar - VPA No. 001,Myanmar,https://registry.goldstandard.org/projects/details/2295
gold_standard,Gold Standard,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,,4965,Accelerating Clean Cooking Solutions Cambodia VPA01,Cambodia,https://registry.goldstandard.org/projects/details/4965
gold_standard,Gold Standard,GS TPDDTEC v 1.,,5441,GS1247 VPA 116 Improved Kitchen Regimes Multi-Country PoA - Dowa Boreholes Malawi,Malawi,https://registry.goldstandard.org/projects/details/5441
gold_standard,Gold Standard,GS TPDDTEC v 1.,,5439,GS1247 VPA 114 Improved Kitchen Regimes Multi-Country PoA - Dowa Boreholes Malawi,Malawi,https://registry.goldstandard.org/projects/details/5439
gold_standard,Gold Standard,GS TPDDTEC v 1.,,5438,GS1247 VPA 113 Improved Kitchen Regimes Multi-Country PoA - Dowa Boreholes Malawi,Malawi,https://registry.goldstandard.org/projects/details/5438
gold_standard,Gold Standard,GS TPDDTEC v 1.,,5437,GS1247 VPA 112 Improved Kitchen Regimes Multi-Country PoA - Dowa Boreholes Malawi,Malawi,https://registry.goldstandard.org/projects/details/5437
gold_standard,Gold Standard,GS TPDDTEC v 1.,,5344,GS1247 VPA 104 Improved Kitchen Regimes Multi-Country PoA - Kasungu Boreholes Malawi,Malawi,https://registry.goldstandard.org/projects/details/5344
gold_standard,Gold Standard,GS TPDDTEC v 1.,,5343,GS1247 VPA 103 Improved Kitchen Regimes Multi-Country PoA - Kasungu Boreholes Malawi,Malawi,https://registry.goldstandard.org/projects/details/5343
gold_standard,Gold Standard,GS TPDDTEC v 1.,,5342,GS1247 VPA 102 Improved Kitchen Regimes Multi-Country PoA - Kasungu Boreholes Malawi,Malawi,https://registry.goldstandard.org/projects/details/5342
gold_standard,Gold Standard,GS TPDDTEC v 1.,,5340,GS1247 VPA 100 Improved Kitchen Regimes Multi-Country PoA - Kasungu Boreholes Malawi,Malawi,https://registry.goldstandard.org/projects/details/5340
gold_standard,Gold Standard,GS TPDDTEC v 1.,,5339,GS1247 VPA 99 Improved Kitchen Regimes Multi-Country PoA - Kasungu Boreholes Malawi,Malawi,https://registry.goldstandard.org/projects/details/5339
gold_standard,Gold Standard,GS TPDDTEC v 1.,,5338,GS1247 VPA 98 Improved Kitchen Regimes Multi-Country PoA - Dowa Boreholes Malawi,Malawi,https://registry.goldstandard.org/projects/details/5338
gold_standard,Gold Standard,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,,3113,Nepal Biogas Support Program - CPA 2: 19927 digesters,Nepal,https://registry.goldstandard.org/projects/details/3113
gold_standard,Gold Standard,GS TPDDTEC v3.1,,7312,Promoting Improved Cooking practices in Nigeria,Nigeria,https://registry.goldstandard.org/projects/details/7312
gold_standard,Gold Standard,GS TPDDTEC v3.1,,6746,Accelerating Clean Cooking Solutions in Cambodia – VPA04 (GS 6746),Cambodia,https://registry.goldstandard.org/projects/details/6746
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,6999,21 MW Wind Energy Project by Shree Cement Limited,India,https://registry.goldstandard.org/projects/details/6999
gold_standard,Gold Standard,Not provided,,7142,Conserving the Mulanje Mountains Malawi - Saving forests and empowering mountain communities with improved cookstoves,Malawi,https://registry.goldstandard.org/projects/details/7142
gold_standard,Gold Standard,GS TPDDTEC v 1.,,6786,GS1247 VPA 151 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda,Rwanda,https://registry.goldstandard.org/projects/details/6786
gold_standard,Gold Standard,GS TPDDTEC v 2.,,6789,GS1247 VPA 154 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda,Rwanda,https://registry.goldstandard.org/projects/details/6789
gold_standard,Gold Standard,GS TPDDTEC v 1.,,6788,GS1247 VPA 153 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda,Rwanda,https://registry.goldstandard.org/projects/details/6788
gold_standard,Gold Standard,GS TPDDTEC v 1.,,6787,GS1247 VPA 152 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda,Rwanda,https://registry.goldstandard.org/projects/details/6787
gold_standard,Gold Standard,GS TPDDTEC v 2.,,6837,GS1247 VPA 157 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda,Rwanda,https://registry.goldstandard.org/projects/details/6837
gold_standard,Gold Standard,GS TPDDTEC v 2.,,6838,GS1247 VPA 158 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda,Rwanda,https://registry.goldstandard.org/projects/details/6838
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,7138,50 MW Kurnool Solar PV Power Project by M/s Prayatna Developers Pvt. Ltd. at Gani Kurnool AP.,India,https://registry.goldstandard.org/projects/details/7138
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,7139,50 MW (DCR) Nalgonda Solar PV Power Project by Parampujya Solar Energy at Telangana,India,https://registry.goldstandard.org/projects/details/7139
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,7140,Solar Project by Parampujya Solar Energy Pvt. Ltd.,India,https://registry.goldstandard.org/projects/details/7140
gold_standard,Gold Standard,GS TPDDTEC v 1.,,6344,GS1247 VPA 138 BioLite Improved Stove Programme Uganda,Uganda,https://registry.goldstandard.org/projects/details/6344
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,7078,216 MWac Adani Green Energy (Tamilnadu) Solar Power Project,India,https://registry.goldstandard.org/projects/details/7078
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,7080,72 MWac Ramnad Solar Power Project,India,https://registry.goldstandard.org/projects/details/7080
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,7079,72 MWac Kamuthi Renewable Energy Project,India,https://registry.goldstandard.org/projects/details/7079
gold_standard,Gold Standard,AMS-I.C. Thermal energy production with or without electricity,,7091,BASMAKCI BIOGAS POWER PLANT PROJECT,Turkey,https://registry.goldstandard.org/projects/details/7091
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,1090,Sayalar Wind Farm Capacity Addition Project,Turkey,https://registry.goldstandard.org/projects/details/1090
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,437,*Keltepe Wind Farm Project  Turkey,Turkey,https://registry.goldstandard.org/projects/details/437
gold_standard,Gold Standard,AMS-I.D. Grid connected renewable electricity generation,,6566,Corum Solar Power Plant Project,Turkey,https://registry.goldstandard.org/projects/details/6566
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7132,GS1247 VPA 159 Improved Kitchen Regimes Manica Province Safe Water (Mozambique) ,Mozambique,https://registry.goldstandard.org/projects/details/7132
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,7137,50 MW Mahoba Solar PV Power Project by M/s Prayatna Developers Pvt. Ltd. at Mahoba UP,India,https://registry.goldstandard.org/projects/details/7137
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7136,GS1247 VPA 163 Improved Kitchen Regimes Manica Province Safe Water (Mozambique) ,Mozambique,https://registry.goldstandard.org/projects/details/7136
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7134,GS1247 VPA 161 Improved Kitchen Regimes Manica Province Safe Water (Mozambique) ,Mozambique,https://registry.goldstandard.org/projects/details/7134
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7133,GS1247 VPA 160 Improved Kitchen Regimes Manica Province Safe Water (Mozambique) ,Mozambique,https://registry.goldstandard.org/projects/details/7133
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7131,GS1366 VPA 9 Kilifi Borehole Rehabilitation Project,Kenya,https://registry.goldstandard.org/projects/details/7131
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7130,GS1366 VPA 8 Kilifi Borehole Rehabilitation Project,Kenya,https://registry.goldstandard.org/projects/details/7130
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7129,GS1366 VPA 7 Kilifi Borehole Rehabilitation Project,Kenya,https://registry.goldstandard.org/projects/details/7129
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,399,Alize Camseki 20.8 MW Wind Farm Project Turkey (300209)  ,Turkey,https://registry.goldstandard.org/projects/details/399
gold_standard,Gold Standard,GS TPDDTEC v 1.,,7128,VPA 6 Kilifi Borehole Rehabilitation Project,Kenya,https://registry.goldstandard.org/projects/details/7128
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,580,Kozbeyli 30 MW Wind Farm Project Turkey,Turkey,https://registry.goldstandard.org/projects/details/580
gold_standard,Gold Standard,AMS-I.D. Grid connected renewable electricity generation,,439,*Burgaz Wind Farm Project Turkey,Turkey,https://registry.goldstandard.org/projects/details/439
gold_standard,Gold Standard,AMS-I.A. Electricity generation by the user,,922,Solar Lighting in Rural Ethiopia - VPA 1,Ethiopia,https://registry.goldstandard.org/projects/details/922
gold_standard,Gold Standard,AMS-I.A. Electricity generation by the user,,911,Solar Lighting in Rural Areas PoA,Ethiopia,https://registry.goldstandard.org/projects/details/911
gold_standard,Gold Standard,GS TPDDTEC v 1.,,5395,GS1247 VPA 109 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda,Rwanda,https://registry.goldstandard.org/projects/details/5395
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,6279,19.2 MWp Solar Power Project by HZL at Debari and Dariba Rajasthan,India,https://registry.goldstandard.org/projects/details/6279
gold_standard,Gold Standard,AMS-I.D. Grid connected renewable electricity generation,,6033,The Distributed PV Power Generation Micro-scale PoA in Taiwan,China,https://registry.goldstandard.org/projects/details/6033
gold_standard,Gold Standard,AMS-I.D. Grid connected renewable electricity generation,,6032,The Distributed PV Power Generation Micro-scale PoA in Taiwan(VPA01),China,https://registry.goldstandard.org/projects/details/6032
gold_standard,Gold Standard,AMS-I.D. Grid connected renewable electricity generation,,6003,GHG abatement through Solar Power Generation at Jaisalmer Rajasthan India,India,https://registry.goldstandard.org/projects/details/6003
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,5929,Bokpoort CSP (Concentrating Solar Power) Project South Africa,South Africa,https://registry.goldstandard.org/projects/details/5929
gold_standard,Gold Standard,AMS-I.D. Grid connected renewable electricity generation,,5879,Renewable Energy Project by Panama Solar Energy Pvt. Ltd.,India,https://registry.goldstandard.org/projects/details/5879
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,5866,40 MW Orange Charanka Solar Power Project in Gujarat India,India,https://registry.goldstandard.org/projects/details/5866
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,5830,Renewable Power Project by Emami Power Ltd,India,https://registry.goldstandard.org/projects/details/5830
gold_standard,Gold Standard,ACM0002 Grid-connected electricity generation from renewable sources,,5699,30 MW Solar PV Project by Nirosha Solar Power Private Limited,India,https://registry.goldstandard.org/projects/details/5699
