source_id,source_name,source_project_id,project_name,country,status,project_type,methodology_name,developer_or_supplier,estimated_annual_credits,project_url
jcm_mn,JCM Mongolia-Japan,MN007,Installation of 5MW solar PV system and 3.6MWh battery energy storage system in Zavkhan Province,Mongolia,Validation,,MN_AM004 Ver1.0,Ministry of Energy; Bogd River Hydroelectric Power Plant LLC,,https://www.jcm.go.jp/jc/mn-projects/
jcm_mn,JCM Mongolia-Japan,MN006,Introduction of 15MW Solar Power System near New Airport,Mongolia,Project registered,,MN_AM003 Ver2.0,Tenuun Gerel Construction LLC,,https://www.jcm.go.jp/jc/mn-projects/
jcm_mn,JCM Mongolia-Japan,MN005,A HIGH EFFICIENCY AND LOW LOSS POWER TRANSMISSION AND DISTRIBUTION SYSTEM IN MONGOLIA,Mongolia,Project registered,,MN_AM001 Ver1.0,NATIONAL POWER TRANSMISSION GRID State Owned Stock Company (NPTG),,https://www.jcm.go.jp/jc/mn-projects/
jcm_mn,JCM Mongolia-Japan,MN004,10MW Solar Power Project in Darkhan City,Mongolia,Project registered,,MN_AM003 Ver2.0,Solar Power International LLC,,https://www.jcm.go.jp/jc/mn-projects/
jcm_mn,JCM Mongolia-Japan,MN003,Installation of 12.7 MW Solar Power Plant for Power Supply In Ulaanbaatar Suburb,Mongolia,Project registered,,MN_AM003 Ver2.0,"Bridge LLC, Everyday Farm LLC",,https://www.jcm.go.jp/jc/mn-projects/
jcm_mn,JCM Mongolia-Japan,MN002,Centralization of heat supply system by installation of high-efficiency Heat Only Boilers in Bornuur soum Project,Mongolia,Project registered,,MN_AM002 Ver1.0,"ANU-SERVICE CO.,LTD",,https://www.jcm.go.jp/jc/mn-projects/
jcm_mn,JCM Mongolia-Japan,MN001,Installation of high-efficiency Heat Only Boilers in 118th School of Ulaanbaatar City Project,Mongolia,Project registered,,MN_AM002 Ver1.0,"ANU-SERVICE CO.,LTD.",,https://www.jcm.go.jp/jc/mn-projects/
gold_standard,Gold Standard,23647,GS23645-VPA-1 Wells of Life: Sustainable Safe Water for Malawi,Malawi,Listed,Energy Efficiency - Domestic,,EOS CLIMATE AND ENERGY LTD,30000,https://registry.goldstandard.org/projects/details/23647
gold_standard,Gold Standard,23645,EOS Climate – High-Integrity Climate & Social Impact Programme,Malawi,Listed,Energy Efficiency - Domestic,,EOS CLIMATE AND ENERGY LTD,60000,https://registry.goldstandard.org/projects/details/23645
gold_standard,Gold Standard,23629,GS23168-GS23169-OYU - Clean Water for Malawian Communities,Malawi,Listed,Energy Efficiency - Domestic,,SHRI MAA MARKETING PRIVATE LIMITED,0,https://registry.goldstandard.org/projects/details/23629
gold_standard,Gold Standard,23627,Matafongo Solar Park,Dominican Republic,Listed,PV,,ENERION RENEWABLES S.R.L. SEMPLIFICATA,80000,https://registry.goldstandard.org/projects/details/23627
gold_standard,Gold Standard,23626,Los Granadillos Wind Park,Dominican Republic,Listed,Wind,,ENERION RENEWABLES S.R.L. SEMPLIFICATA,104000,https://registry.goldstandard.org/projects/details/23626
gold_standard,Gold Standard,23620,KPC Arakan 1 Project,Philippines,Listed,A/R,,Kilambay Plantation Corp,130000,https://registry.goldstandard.org/projects/details/23620
gold_standard,Gold Standard,23616,GS23612- VPA-1 - Transition to electric vehicles in Thailand,Thailand,Listed,Energy Efficiency - Transport Sector,,Krungthai Bank Public Company Limited (KTB),60000,https://registry.goldstandard.org/projects/details/23616
gold_standard,Gold Standard,23615,GS23612- VPA-1 - Energy efficient street lighting in Thailand,Thailand,Listed,Energy Efficiency - Public Sector,,Krungthai Bank Public Company Limited (KTB),0,https://registry.goldstandard.org/projects/details/23615
gold_standard,Gold Standard,23614,GS23612 - VPA-1 - Energy efficiency retrofits for buildings in Thailand,Thailand,Listed,Energy Efficiency - Domestic,,Krungthai Bank Public Company Limited (KTB),24000,https://registry.goldstandard.org/projects/details/23614
gold_standard,Gold Standard,23613,GS23612 - VPA-1 - Renewable energy generation through solar photovoltaic in Thailand,Thailand,Listed,PV,,Krungthai Bank Public Company Limited (KTB),8030,https://registry.goldstandard.org/projects/details/23613
gold_standard,Gold Standard,23612,Low Carbon Cities and Carbon Market Development Project,Thailand,Listed,Energy Efficiency - Domestic,,Krungthai Bank Public Company Limited (KTB),8030,https://registry.goldstandard.org/projects/details/23612
gold_standard,Gold Standard,23598,GS23596-VPA-2 Wonder Stove Improved Charcoal Cookstoves Programme-Senegal,Senegal,Listed,Energy Efficiency - Domestic,,Westwind Energy (SL) Limited,150000,https://registry.goldstandard.org/projects/details/23598
gold_standard,Gold Standard,23597,GS23596-VPA-1 Wonder Stove Improved Wood Cookstoves Programme-Senegal,Senegal,Listed,Energy Efficiency - Domestic,,Westwind Energy (SL) Limited,120000,https://registry.goldstandard.org/projects/details/23597
gold_standard,Gold Standard,23596,PoA Westwind Wonder Stoves Carbon Initiative,Senegal,Listed,Energy Efficiency - Domestic,,Westwind Energy (SL) Limited,0,https://registry.goldstandard.org/projects/details/23596
gold_standard,Gold Standard,23591,GS10789-GS10790-RVPA-91: Efficient and Clean Cooking for households in Zambia,Zambia,Listed,Energy Efficiency - Domestic,,GLOBAL COOKSTOVES 3 LIMITED,12890,https://registry.goldstandard.org/projects/details/23591
gold_standard,Gold Standard,23590,Proactiva CGA Iperó Landfill Gas to Energy Project,Brazil,Listed,Other,,Proactiva Meio Ambiente Ltda,214253,https://registry.goldstandard.org/projects/details/23590
gold_standard,Gold Standard,23582,CGR Guatapara Landfill Project,Brazil,Listed,Other,,ESTRE AMBIENTAL S.A.,335002,https://registry.goldstandard.org/projects/details/23582
gold_standard,Gold Standard,23574,GS12856-VPA-3 Unlocking Communities Water Filters for Households,Haiti,Listed,Energy Efficiency - Domestic,,Unlocking Communities,60000,https://registry.goldstandard.org/projects/details/23574
gold_standard,Gold Standard,23573,GS12856-VPA-2 Unlocking Communities Water Filters for Institutions,Haiti,Listed,Energy Efficiency - Domestic,,Unlocking Communities,60000,https://registry.goldstandard.org/projects/details/23573
gold_standard,Gold Standard,23572,GS23562- VPA 1 The Future of Cooking in Zambia,Zambia,Listed,Biogas - Heat,,Koalisation S.R.L. SB,0,https://registry.goldstandard.org/projects/details/23572
gold_standard,Gold Standard,23567,Nestlé & FNC Tree Planting Colombia,Colombia,Listed,A/R,,South Pole Ltd,64861,https://registry.goldstandard.org/projects/details/23567
gold_standard,Gold Standard,23562,The Future of Cooking in Emerging Countries,Zambia,Listed,Energy Efficiency - Domestic,,Koalisation S.R.L. SB,0,https://registry.goldstandard.org/projects/details/23562
gold_standard,Gold Standard,23560,Kuphatana - Acções Inclusivas para Florestas Sustentáveis ​​em Moçambique,Mozambique,Listed,A/R,,Carbonsink (Carbonsink Group S.r.l.),8925,https://registry.goldstandard.org/projects/details/23560
gold_standard,Gold Standard,23559,IRIBA Water Access Program in Rwanda ,Rwanda,Listed,Energy Efficiency - Domestic,,IRIBA Water Group Ltd.,60000,https://registry.goldstandard.org/projects/details/23559
gold_standard,Gold Standard,23557,GS12856-VPA-1 Unlocking Communities High Efficiency Charcoal Cookstove for Households,Haiti,Listed,Energy Efficiency - Domestic,,Unlocking Communities,60000,https://registry.goldstandard.org/projects/details/23557
gold_standard,Gold Standard,23556,GS12239-GS12240- RVPA-2 Amazi Meza Rwanda Water Supply Project For Schools,Rwanda,Gold Standard Certified Design,Energy Efficiency - Domestic,,SweetSense Inc.,60000,https://registry.goldstandard.org/projects/details/23556
gold_standard,Gold Standard,23552,GS23548-VPA-3 d.light Clean Energy Access Programme-Madagascar,Madagascar,Listed,Energy Efficiency - Domestic,,d.lightdesign Ltd,60000,https://registry.goldstandard.org/projects/details/23552
gold_standard,Gold Standard,23551,GS23548-VPA-2 d.light Clean Energy Access Programme-Tanzania,Tanzania United Republic of,Listed,Energy Efficiency - Domestic,,d.lightdesign Ltd,60000,https://registry.goldstandard.org/projects/details/23551
gold_standard,Gold Standard,23550,GS23548-GS23549-RVPA-1 d.light Clean Energy Access Programme-Nigeria,Nigeria,Listed,Energy Efficiency - Domestic,,d.lightdesign Ltd,60000,https://registry.goldstandard.org/projects/details/23550
gold_standard,Gold Standard,23549,GS23548-VPA-1 d.light Clean Energy Access Programme-Nigeria,Nigeria,Listed,Energy Efficiency - Domestic,,d.lightdesign Ltd,60000,https://registry.goldstandard.org/projects/details/23549
gold_standard,Gold Standard,23548,d.light Clean Energy Access Programme - Africa,Nigeria,Listed,Energy Efficiency - Domestic,,d.lightdesign Ltd,0,https://registry.goldstandard.org/projects/details/23548
gold_standard,Gold Standard,13098,GS13044 GS13045 RVPA-1 Kenya LifeStraw Give Back Program,Kenya,Listed,Energy Efficiency - Domestic,,SweetSense Inc.,60000,https://registry.goldstandard.org/projects/details/13098
gold_standard,Gold Standard,23536,QSHM Cork Oak Afforestation 2026,Spain,Listed,A/R,,Quercus Suber Heritage Management SAS,0,https://registry.goldstandard.org/projects/details/23536
gold_standard,Gold Standard,23535,Proyecto Forestal Los Tualdos,Argentina,Listed,A/R,,PLANTIFY S.A.,3524,https://registry.goldstandard.org/projects/details/23535
gold_standard,Gold Standard,23534,Biogas for Households (FIT-B4H),India,Listed,Biogas - Heat,,Fair Climate Fund India Private Limited,55000,https://registry.goldstandard.org/projects/details/23534
gold_standard,Gold Standard,23533,GS23532-Water for the Planet Initiative - VPA - 001,Rwanda,Listed,Energy Efficiency - Domestic,,Water Access Rwanda,52635,https://registry.goldstandard.org/projects/details/23533
gold_standard,Gold Standard,23532,Water for the Planet Initiative,Rwanda,Listed,Energy Efficiency - Domestic,,Water Access Rwanda,52635,https://registry.goldstandard.org/projects/details/23532
gold_standard,Gold Standard,23527,Katunguru Restoration Project,Uganda,Listed,A/R,,PRIMAKLIMA e.V.,8348,https://registry.goldstandard.org/projects/details/23527
gold_standard,Gold Standard,23526,QSHM Cork Oak Afforestation Pre 2026,Spain,Listed,A/R,,Quercus Suber Heritage Management SAS,0,https://registry.goldstandard.org/projects/details/23526
gold_standard,Gold Standard,23522,Transforming Rice Cultivation in Kabirdham,India,Listed,Other,,Commonland B.V.,37055,https://registry.goldstandard.org/projects/details/23522
gold_standard,Gold Standard,23521,Reducing Methane Emissions through Improved Rice Cultivation in India,India,Listed,Other,,Commonland B.V.,37055,https://registry.goldstandard.org/projects/details/23521
gold_standard,Gold Standard,23520,Mechanical Reuse of Steel Plates from Wind Turbines,Germany,Listed,Other,,South Pole Ltd,7100,https://registry.goldstandard.org/projects/details/23520
gold_standard,Gold Standard,23518,Scaling up the production and sale of efficient cookstoves in the urban areas of Maputo Province,Mozambique,Listed,Energy Efficiency - Domestic,,Carbonsink (Carbonsink Group S.r.l.),400000,https://registry.goldstandard.org/projects/details/23518
gold_standard,Gold Standard,23517,BIOPLANTATION Ghana Regenerative Agroforestry Project,Ghana,Listed,A/R,,BioPlantation Ghana Ltd,65000,https://registry.goldstandard.org/projects/details/23517
gold_standard,Gold Standard,23516,Smart Train Lease CO2 Reduction Project,Germany,Listed,Energy Efficiency - Transport Sector,,Smart Train Lease GmbH,10334,https://registry.goldstandard.org/projects/details/23516
gold_standard,Gold Standard,23511,Greenated Small Farmers AgroForestry Project in India,India,Listed,A/R,,Greenated Clima Tech Private Limited,20000,https://registry.goldstandard.org/projects/details/23511
gold_standard,Gold Standard,23510,Abydos For Renewable Energy,Egypt,Listed,Other,,AMEA Power Ltd,1500000,https://registry.goldstandard.org/projects/details/23510
gold_standard,Gold Standard,23506,GS23264-GS23271-RVPA-1 Recovery of metals and minerals from incinerator bottom ash in Switzerland,Switzerland,Listed,Energy Efficiency - Industrial,,South Pole Ltd,15000,https://registry.goldstandard.org/projects/details/23506
gold_standard,Gold Standard,23505,GS23502 VPA-1 Factory Price Station,Brazil,Listed,Other,,TAMPEC SOLUCOES EM TECNOLOGIA E LOGISTICA LTDA/Green Mining,2636,https://registry.goldstandard.org/projects/details/23505
gold_standard,Gold Standard,23504,CDR ORINOQUIA,Colombia,Listed,A/R,,Biofix Consultoría S.A.S. BIC,83768,https://registry.goldstandard.org/projects/details/23504
gold_standard,Gold Standard,23502,Green Mining’s GHG Emissions Reductions through Recycling in Brazil,Brazil,Listed,Other,,TAMPEC SOLUCOES EM TECNOLOGIA E LOGISTICA LTDA/Green Mining,2636,https://registry.goldstandard.org/projects/details/23502
gold_standard,Gold Standard,23501,Nefer Benban Solar Energy,Egypt,Listed,PV,,Value Network Ventures Pte. Ltd.,287881,https://registry.goldstandard.org/projects/details/23501
gold_standard,Gold Standard,23500,Alternative Fuel and Clinker Optimization Project,Viet Nam,Listed,Energy Efficiency - Industrial,,Orbion Carbon Ltd,200000,https://registry.goldstandard.org/projects/details/23500
gold_standard,Gold Standard,13194,Next Green Energy Wind Power Project,Kazakhstan,Listed,Wind,,Monsoon Carbon Pte Ltd,113550,https://registry.goldstandard.org/projects/details/13194
gold_standard,Gold Standard,13193,Darmen Shuak Wind Power Project,Kazakhstan,Listed,Wind,,Monsoon Carbon Pte Ltd,113550,https://registry.goldstandard.org/projects/details/13193
gold_standard,Gold Standard,23493,Community Carbon Efficient Cooking Programme VPA01: Nepal,Nepal,Listed,Energy Efficiency - Domestic,,SINGAPORE TREASURE CARBON TECH PTE. LTD.,138541,https://registry.goldstandard.org/projects/details/23493
gold_standard,Gold Standard,23492,Community Carbon Efficient Cooking Programme --Nepal,Nepal,Listed,Energy Efficiency - Domestic,,SINGAPORE TREASURE CARBON TECH PTE. LTD.,0,https://registry.goldstandard.org/projects/details/23492
gold_standard,Gold Standard,23491,US SecondCropTM Microbial Carbon Removal (USSC24),United States,Listed,Other,,Loam Bio LLC,25349,https://registry.goldstandard.org/projects/details/23491
gold_standard,Gold Standard,23490,Small Farmers' Carbon Farming Project in Chishang Taiwan,Taiwan,Listed,Other,,Eco-affinity Inc,838,https://registry.goldstandard.org/projects/details/23490
gold_standard,Gold Standard,23488,GS23487-Mangrove Restoration Project of 500 Hectares,Mexico,Listed,A/R,,IBERDROLA CARBON 2 NATURE MEXICO S.A DE C.V.,9393,https://registry.goldstandard.org/projects/details/23488
gold_standard,Gold Standard,23487,Community Program for the Preservation and Restoration of Mangroves,Mexico,Listed,A/R,,IBERDROLA CARBON 2 NATURE MEXICO S.A DE C.V.,0,https://registry.goldstandard.org/projects/details/23487
gold_standard,Gold Standard,12885,GS12793 GS12794 Mitti Labs: Supporting Climate Smart Rice Farming In Andhra Pradesh,India,Listed,Other,,Mitti Labs Limited,38549,https://registry.goldstandard.org/projects/details/12885
gold_standard,Gold Standard,23486,GS23461-A/R project in Auvergne- Rhône Alpes and Grand-Est regions with Paulownia trees,France,Listed,A/R,,Omega Green,0,https://registry.goldstandard.org/projects/details/23486
gold_standard,Gold Standard,23484,GS7591 VPA 72 Safe Water Supply in Nigeria,Nigeria,Gold Standard Certified Design,Energy Efficiency - Domestic,,CO2balance UK ltd,60000,https://registry.goldstandard.org/projects/details/23484
gold_standard,Gold Standard,23483,GS7591 VPA 71 Safe Water Supply in Nigeria,Nigeria,Gold Standard Certified Design,Energy Efficiency - Domestic,,CO2balance UK ltd,60000,https://registry.goldstandard.org/projects/details/23483
gold_standard,Gold Standard,23482,GS7591 VPA 70 Safe Water Supply in Nigeria,Nigeria,Gold Standard Certified Design,Energy Efficiency - Domestic,,CO2balance UK ltd,60000,https://registry.goldstandard.org/projects/details/23482
gold_standard,Gold Standard,23480,Uduma's Safe Water Project in Mali,Mali,Listed,Energy Efficiency - Domestic,,Uduma,26000,https://registry.goldstandard.org/projects/details/23480
gold_standard,Gold Standard,23479,Uduma's Safe Water Program,Mali,Listed,Energy Efficiency - Domestic,,Uduma,26000,https://registry.goldstandard.org/projects/details/23479
gold_standard,Gold Standard,23478,Electric Cooking Program in Bangladesh by ATEC VPA04,Bangladesh,Listed,Energy Efficiency - Domestic,,ATEC Australia-International Pty Ltd,750000,https://registry.goldstandard.org/projects/details/23478
gold_standard,Gold Standard,23477,GS13138 VPA1 Hygiene and Environmental Care for Tanks and Overhead Reservoirs (HECTOR) in Cambodia,Cambodia,Listed,Energy Efficiency - Domestic,,Expert365 Pty Ltd.,0,https://registry.goldstandard.org/projects/details/23477
gold_standard,Gold Standard,23476,Ecofoyer Guinée: Real-case VPA1 - Conakry N’Zérékoré Forécariah and Beyla,Guinea,Listed,Energy Efficiency - Domestic,,Carbon Neutral Energy Systems (C-NES),65000,https://registry.goldstandard.org/projects/details/23476
gold_standard,Gold Standard,23475,Ecofoyer Guinée - Programme for the Dissemination of Improved and Advanced Cookstoves in Guinea,Guinea,Listed,Energy Efficiency - Domestic,,Carbon Neutral Energy Systems (C-NES),65000,https://registry.goldstandard.org/projects/details/23475
gold_standard,Gold Standard,23474,FleetRefit Programme: VPA 1,International,Listed,Energy Efficiency - Transport Sector,,SACCI1 LTD,20000,https://registry.goldstandard.org/projects/details/23474
gold_standard,Gold Standard,23473,FleetRefit Programme,International,Listed,Energy Efficiency - Transport Sector,,SACCI1 LTD,20000,https://registry.goldstandard.org/projects/details/23473
gold_standard,Gold Standard,23472,Sustainable Cooking Solutions for Rural Communities: Madhya Pradesh Initiative,India,Listed,Energy Efficiency - Domestic,,Vision Greenen Tech Private Limited,47596,https://registry.goldstandard.org/projects/details/23472
gold_standard,Gold Standard,23471,Cova Safe Water Project - Honduras,Honduras,Listed,Energy Efficiency - Domestic,,Cova Agua,25250,https://registry.goldstandard.org/projects/details/23471
gold_standard,Gold Standard,23470,Cova Safe Water Program in Central America,Honduras,Listed,Energy Efficiency - Domestic,,Cova Agua,25250,https://registry.goldstandard.org/projects/details/23470
gold_standard,Gold Standard,13138,Hygiene and Environmental Care for Tanks and Overhead Reservoirs (HECTOR) in Cambodia,Cambodia,Listed,Energy Efficiency - Domestic,,Expert365 Pty Ltd.,45122,https://registry.goldstandard.org/projects/details/13138
gold_standard,Gold Standard,23469,GS23468 VPA1 Hygiene and Environmental Care for Tanks and Overhead Reservoirs (HECTOR) in Ghana,Ghana,Listed,Energy Efficiency - Domestic,,Expert365 Pty Ltd.,0,https://registry.goldstandard.org/projects/details/23469
gold_standard,Gold Standard,23468,Hygiene and Environmental Care for Tanks and Overhead Reservoirs (HECTOR) in Ghana,Ghana,Listed,Energy Efficiency - Domestic,,Expert365 Pty Ltd.,0,https://registry.goldstandard.org/projects/details/23468
gold_standard,Gold Standard,23465, Uganda – Empower Communities Through Clean Energy-VPA 1,Uganda,Listed,Energy Efficiency - Domestic,,EcoNetix GmbH,35000,https://registry.goldstandard.org/projects/details/23465
gold_standard,Gold Standard,23464,Nestle Biodigesters Program in India,India,Listed,Biogas - Heat,,SISTEMA.BIO INC.,18000,https://registry.goldstandard.org/projects/details/23464
gold_standard,Gold Standard,23463,Uganda – Empower Communities Through Clean Energy,Uganda,Listed,Energy Efficiency - Domestic,,EcoNetix GmbH,35000,https://registry.goldstandard.org/projects/details/23463
gold_standard,Gold Standard,23462,CCT Clean Cooking Project Tanzania,Tanzania United Republic of,Listed,Energy Efficiency - Domestic,,Clean Cooking Technologies Srl,134378,https://registry.goldstandard.org/projects/details/23462
gold_standard,Gold Standard,23461,A/R project in France with Paulownia trees,France,Listed,A/R,,Omega Green,50000,https://registry.goldstandard.org/projects/details/23461
gold_standard,Gold Standard,23459,Rai Matak Viqueque Uatucarbau & Uatulari Community Forestry Program,Timor-Leste,Gold Standard Certified Design,A/R,,xPand Foundation,3148,https://registry.goldstandard.org/projects/details/23459
gold_standard,Gold Standard,23458,Rai Matak Quelicai & Laga Community Forestry Program,Timor-Leste,Gold Standard Certified Design,A/R,,xPand Foundation,1027,https://registry.goldstandard.org/projects/details/23458
gold_standard,Gold Standard,23457,Rai Matak Lautem & Lospalos Community Forestry Program,Timor-Leste,Gold Standard Certified Design,A/R,,xPand Foundation,2688,https://registry.goldstandard.org/projects/details/23457
gold_standard,Gold Standard,23456,Midnightsun PV Solar Park,Jamaica,Listed,PV,,GAİA CLİMATE FİNANSAL DANIŞMANLIK HİZMETLERİ VE TİCARET ANONİM ŞİRKETİ,78879,https://registry.goldstandard.org/projects/details/23456
gold_standard,Gold Standard,23455,Plant and Prosper - Agroforestry Project by Infosys,India,Listed,A/R,,Infosys,1040843,https://registry.goldstandard.org/projects/details/23455
gold_standard,Gold Standard,23453,Community Initiated Regeneration for  Carbon and Livelihood Enhancement (CIRCLE) Project,Zambia,Listed,A/R,,World Vision Korea,54862,https://registry.goldstandard.org/projects/details/23453
gold_standard,Gold Standard,23452,Sala Makala Cookstove Project,Congo the Democratic Republic of the,Listed,Energy Efficiency - Domestic,,Solutions Durables-Congo,72191,https://registry.goldstandard.org/projects/details/23452
gold_standard,Gold Standard,23450,GS23449 VPA-1 Building Climate Resilience through Agroforestry Practices in Tanzania,Tanzania United Republic of,Listed,A/R,,Value Network Ventures Pte. Ltd.,79748,https://registry.goldstandard.org/projects/details/23450
gold_standard,Gold Standard,23449,Building Climate Resilience through Agroforestry Practices in Tanzania,Tanzania United Republic of,Listed,A/R,,Value Network Ventures Pte. Ltd.,79748,https://registry.goldstandard.org/projects/details/23449
gold_standard,Gold Standard,23448,GS12087 GS12088 RVPA-1 Uganda Safe Drinking Water Project Phase 2,Uganda,Listed,Energy Efficiency - Domestic,,SUSTAINABLE CLIMATE IMPACT FUND LIMITED,36351,https://registry.goldstandard.org/projects/details/23448
gold_standard,Gold Standard,12774,GS12572 VPA-3 Sustainable Paddy Cultivation Initiative in India,India,Listed,Other,,ERDA ILLUMINE LOW CARBON SOLUTIONS PRIVATE LIMITED,52821,https://registry.goldstandard.org/projects/details/12774
gold_standard,Gold Standard,23447,Developing sustainable rice value chains for   smallholder farmers in Dong Thap from 2022 –  2035  ,Viet Nam,Listed,Other,,LIVELIHOODS CARBON FUND SICAV-RAIF,0,https://registry.goldstandard.org/projects/details/23447
gold_standard,Gold Standard,23446,GS23436 VPA-10 Climate Friendly Paddy Cultivation in Bangladesh,Bangladesh,Listed,Other,,Value Network Ventures Pte. Ltd.,48991,https://registry.goldstandard.org/projects/details/23446
gold_standard,Gold Standard,23445,GS23436 VPA-9 Climate Friendly Paddy Cultivation in Bangladesh,Bangladesh,Listed,Other,,Value Network Ventures Pte. Ltd.,48991,https://registry.goldstandard.org/projects/details/23445
gold_standard,Gold Standard,23444,GS23436 VPA-8 Climate Friendly Paddy Cultivation in Bangladesh,Bangladesh,Listed,Other,,Value Network Ventures Pte. Ltd.,48991,https://registry.goldstandard.org/projects/details/23444
gold_standard,Gold Standard,23443,GS23436 VPA-7 Climate Friendly Paddy Cultivation in Bangladesh,Bangladesh,Listed,Other,,Value Network Ventures Pte. Ltd.,48991,https://registry.goldstandard.org/projects/details/23443
gold_standard,Gold Standard,23442,GS23436 VPA-6 Climate Friendly Paddy Cultivation in Bangladesh,Bangladesh,Listed,Other,,Value Network Ventures Pte. Ltd.,48991,https://registry.goldstandard.org/projects/details/23442
gold_standard,Gold Standard,23441,GS23436 VPA-5 Climate Friendly Paddy Cultivation in Bangladesh,Bangladesh,Listed,Other,,Value Network Ventures Pte. Ltd.,48991,https://registry.goldstandard.org/projects/details/23441
gold_standard,Gold Standard,23440,GS23436 VPA-4 Climate Friendly Paddy Cultivation in Bangladesh,Bangladesh,Listed,Other,,Value Network Ventures Pte. Ltd.,48991,https://registry.goldstandard.org/projects/details/23440
gold_standard,Gold Standard,23439,GS23436 VPA-3 Climate Friendly Paddy Cultivation in Bangladesh,Bangladesh,Listed,Other,,Value Network Ventures Pte. Ltd.,52192,https://registry.goldstandard.org/projects/details/23439
gold_standard,Gold Standard,23438,GS23436 VPA-2 Climate Friendly Paddy Cultivation in Bangladesh,Bangladesh,Listed,Other,,Value Network Ventures Pte. Ltd.,47753,https://registry.goldstandard.org/projects/details/23438
gold_standard,Gold Standard,23437,GS23436 VPA-1 Climate Friendly Paddy Cultivation in Bangladesh,Bangladesh,Listed,Other,,Value Network Ventures Pte. Ltd.,46212,https://registry.goldstandard.org/projects/details/23437
gold_standard,Gold Standard,23436,Climate Friendly Paddy Cultivation in Bangladesh,Bangladesh,Listed,Other,,Value Network Ventures Pte. Ltd.,46212,https://registry.goldstandard.org/projects/details/23436
gold_standard,Gold Standard,23435,GHG Emissions Reduction & Sequestration - Afforestation/Reforestation - Future Radici (Lanuvio-Roma-Lazio),Italy,Listed,A/R,,Leone Alato S.p.A.,5000,https://registry.goldstandard.org/projects/details/23435
gold_standard,Gold Standard,23434,GS12087 VPA-2 SCIF Schools Drinking Water Project in Rwanda,Rwanda,Listed,Energy Efficiency - Domestic,,SUSTAINABLE CLIMATE IMPACT FUND LIMITED,1931,https://registry.goldstandard.org/projects/details/23434
gold_standard,Gold Standard,23433,GHG Emissions Reduction & Sequestration - Afforestation/Reforestation - Future Radici,Italy,Listed,A/R,,Leone Alato S.p.A.,15938,https://registry.goldstandard.org/projects/details/23433
gold_standard,Gold Standard,23432,Inclusive Social Forestry with Small-holder Farmers in Timor Leste,Timor-Leste,Listed,A/R,,Value Network Ventures Pte. Ltd.,57833,https://registry.goldstandard.org/projects/details/23432
gold_standard,Gold Standard,23431,MuLaKiLa,Rwanda,Listed,A/R,,Reforest’Action,178500,https://registry.goldstandard.org/projects/details/23431
gold_standard,Gold Standard,11797,Parque Fotovoltaico Villarpando,Dominican Republic,Listed,Other,,NATURAL WORLD ENERGY CORPORATION NWEC SRL,136763,https://registry.goldstandard.org/projects/details/11797
gold_standard,Gold Standard,23423,FS BECCS Project,Brazil,Listed,Other,,FS Industria de Biocombustíveis Ltda,487807,https://registry.goldstandard.org/projects/details/23423
gold_standard,Gold Standard,23422,GS23301 VPA-2 Rwanda Safe Water Filter project by SPOUTS,Rwanda,Listed,Energy Efficiency - Domestic,,AGS Carbon Advisory,59000,https://registry.goldstandard.org/projects/details/23422
gold_standard,Gold Standard,23421,GS23301 VPA-1 Rwanda Clean Cookstoves project,Rwanda,Listed,Energy Efficiency - Domestic,,AGS Carbon Advisory,59400,https://registry.goldstandard.org/projects/details/23421
gold_standard,Gold Standard,23420,Durable Solutions Congo: Clean energy and environmental resilience in the DRC,Congo the Democratic Republic of the,Listed,Energy Efficiency - Domestic,,Solutions Durables-Congo,72191,https://registry.goldstandard.org/projects/details/23420
gold_standard,Gold Standard,23418,Infosys Agroforestry Project for Rural Farmers in India,India,Listed,A/R,,Infosys,28346,https://registry.goldstandard.org/projects/details/23418
gold_standard,Gold Standard,23415,GS23414 VPA -1 Industrial boiler fuel switch in Kenya,Kenya,Listed,"Biomass, or Liquid Biofuel - Heat",,Lean Energy Solutions Ltd,27948,https://registry.goldstandard.org/projects/details/23415
gold_standard,Gold Standard,23414,Industrial Boiler Fuel Switch-Biomass Waste Recycling and Reuse in East Africa,Kenya,Listed,"Biomass, or Liquid Biofuel - Heat",,Lean Energy Solutions Ltd,27948,https://registry.goldstandard.org/projects/details/23414
gold_standard,Gold Standard,11868,Improved Cook Stoves distribution in Inhambane-01 by Sogepal,Mozambique,Listed,Energy Efficiency - Domestic,,EKI Energy Services Limited,33016,https://registry.goldstandard.org/projects/details/11868
gold_standard,Gold Standard,23413,RVPA-2 Methane Reduction by Alternate Wetting and Drying (AWD) in Vietnam,Viet Nam,Listed,Other,,RIZE PTE. LTD.,20000,https://registry.goldstandard.org/projects/details/23413
gold_standard,Gold Standard,23412,RVPA-1 Methane Reduction by Alternate Wetting and Drying (AWD) in Indonesia,Indonesia,Listed,Other,,RIZE PTE. LTD.,24000,https://registry.goldstandard.org/projects/details/23412
gold_standard,Gold Standard,23411,Sustainable Rice Production in Southeast and South Asia,Indonesia,Listed,Other,,RIZE PTE. LTD.,44000,https://registry.goldstandard.org/projects/details/23411
gold_standard,Gold Standard,23410,BIWACALI,Ethiopia,Listed,A/R,,FORLIANCE,50000,https://registry.goldstandard.org/projects/details/23410
