source_id,source_name,source_project_id,project_name,country,status,project_type,methodology_name,developer_or_supplier,estimated_annual_credits,project_url
gold_standard,Gold Standard,12940,PoA Ecolinks Ghana Bioethanol Cooking Program,Ghana,Listed,Energy Efficiency - Domestic,Methodology for Metered & Measured Energy Cooking Devices,EcoLinks Co. Ltd,659295,https://registry.goldstandard.org/projects/details/12940
gold_standard,Gold Standard,12835,Fengkai County MSW Landfill Site LFG Power Generation Project,China,Listed,Biogas - Electricity,AMS-I.D. Grid connected renewable electricity generation,Henan BCCY Environmental Energy Co. Ltd.,16145,https://registry.goldstandard.org/projects/details/12835
gold_standard,Gold Standard,12875,Southern Africa Clean Cookstove Initiative (SACCI) PoA: VPA01 in Zimbabwe,Zimbabwe,Gold Standard Certified Project,Energy Efficiency - Domestic,,SACCI1 LTD,212766,https://registry.goldstandard.org/projects/details/12875
gold_standard,Gold Standard,12819,Planta Solar Fotovoltaica Cumayasa 4,Dominican Republic,Gold Standard Certified Design,PV,,Renewable Energy World Dominicus (R.E.W.D.) S.R.L.,89941,https://registry.goldstandard.org/projects/details/12819
gold_standard,Gold Standard,12871,VPA1 - Improved Charcoal Cookstove in Ashanti and Central Regions of Ghana by Ecolinks,Ghana,Gold Standard Certified Design,Energy Efficiency - Domestic,,EcoLinks Co. Ltd,125932,https://registry.goldstandard.org/projects/details/12871
gold_standard,Gold Standard,12855,VPA 68 Vita Green Impact Programme – Eritrea Safe Water Project,Eritrea,Listed,Energy Efficiency - Domestic,GS Methodology for emission reductions from safe drinking water supply,CO2balance UK ltd,60000,https://registry.goldstandard.org/projects/details/12855
gold_standard,Gold Standard,12834,Dalate Banner Landfill Biogas Pollution Control and Comprehensive Utilization Project,China,Listed,Biogas - Electricity,AMS-I.D. Grid connected renewable electricity generation,Henan BCCY Environmental Energy Co. Ltd.,23086,https://registry.goldstandard.org/projects/details/12834
gold_standard,Gold Standard,12856,Unlocking Communities High Efficiency Charcoal Cookstoves and Water Filters,Haiti,Listed,Energy Efficiency - Domestic,,Unlocking Communities,0,https://registry.goldstandard.org/projects/details/12856
gold_standard,Gold Standard,12910,Unlocking Communities High Efficiency Charcoal Cookstoves and Water Filters,Haiti,Listed,Energy Efficiency - Domestic,,Unlocking Communities,50000,https://registry.goldstandard.org/projects/details/12910
gold_standard,Gold Standard,12498,Jima improved cook stove distribution project,Ethiopia,Gold Standard Certified Design,Energy Efficiency - Domestic,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING – TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,Oromia Coffee Farmers Cooperative Union,48000,https://registry.goldstandard.org/projects/details/12498
gold_standard,Gold Standard,12499,Bunno Bedele and Ilu ababora improved cook stove distribution project,Ethiopia,Gold Standard Certified Design,Energy Efficiency - Domestic,,Oromia Coffee Farmers Cooperative Union,48000,https://registry.goldstandard.org/projects/details/12499
gold_standard,Gold Standard,12689,Nirmal Improved Cookstove Project,India,Listed,Energy Efficiency - Domestic,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING – TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,ECOACT SAS,30000,https://registry.goldstandard.org/projects/details/12689
gold_standard,Gold Standard,12323,Forest Trees and Sustainable Livelihoods - VPA 02,India,Gold Standard Certified Design,A/R,,Society for the Upliftment of Villagers and Development of Himalayan Areas (SUVIDHA),23471,https://registry.goldstandard.org/projects/details/12323
gold_standard,Gold Standard,12880,GS10789 GS10791 RVPA-25: Efficient and Clean Cooking for households in Kenya ,Kenya,Gold Standard Certified Design,Energy Efficiency - Domestic,,ECOA Climate Capital,37083,https://registry.goldstandard.org/projects/details/12880
gold_standard,Gold Standard,12826,Sustainable Brick Production in Malawi - VPA 1,Malawi,Gold Standard Certified Design,Other,"AMS-III.Z. Fuel Switch = 159, process improvement and energy efficiency in brick manufacture",atmosfair gGmbH,1722,https://registry.goldstandard.org/projects/details/12826
gold_standard,Gold Standard,12577,Clean Cooking Programme by Bidhaa Sasa,Congo the Democratic Republic of the,Listed,Energy Efficiency - Domestic,Methodology for Metered & Measured Energy Cooking Devices,BIDHAA SASA UK LTD,420000,https://registry.goldstandard.org/projects/details/12577
gold_standard,Gold Standard,12815,UpEnergy -Social and Climate Impact Programme -Safe Water Drinking Programme- VPA 39,Tanzania United Republic of,Listed,Energy Efficiency - Domestic,GS Methodology for emission reductions from safe drinking water supply,UpEnergy Group,30000,https://registry.goldstandard.org/projects/details/12815
gold_standard,Gold Standard,12813,OYU Waste to Wealth in Uganda,Uganda,Listed,Other,ACM0022 Alternative waste treatment processes,SHRI MAA MARKETING PRIVATE LIMITED,43719,https://registry.goldstandard.org/projects/details/12813
gold_standard,Gold Standard,12814,OYU - Waste to Wealth in Uganda VPA01,Uganda,Listed,Other,ACM0022 Alternative waste treatment processes,SHRI MAA MARKETING PRIVATE LIMITED,43719,https://registry.goldstandard.org/projects/details/12814
gold_standard,Gold Standard,12461,VPA-2 Soil Revitalization project in Belgium 01,Belgium,Gold Standard Certified Design,Other,,South Pole Ltd,6874,https://registry.goldstandard.org/projects/details/12461
gold_standard,Gold Standard,12460,VPA-1 Soil Revitalization project in France 01,France,Gold Standard Certified Design,Other,,South Pole Ltd,37821,https://registry.goldstandard.org/projects/details/12460
gold_standard,Gold Standard,12459,European Soil Revitalization programme,Belgium,Gold Standard Certified Design,Other,,South Pole Ltd,0,https://registry.goldstandard.org/projects/details/12459
gold_standard,Gold Standard,12578,Electric Cooking Programme in Kenya by Bidhaa Sasa,Kenya,Listed,Energy Efficiency - Domestic,Methodology for Metered & Measured Energy Cooking Devices,BIDHAA SASA UK LTD,117000,https://registry.goldstandard.org/projects/details/12578
gold_standard,Gold Standard,12662,Community Carbon Efficient Cooking Programme VPA-37,Mozambique,Gold Standard Certified Design,Energy Efficiency - Domestic,GS TPDDTEC v3.1,UpEnergy Group,37715,https://registry.goldstandard.org/projects/details/12662
gold_standard,Gold Standard,12661,Community Carbon Efficient Cooking Programme VPA-36,Mozambique,Gold Standard Certified Design,Energy Efficiency - Domestic,GS TPDDTEC v3.1,UpEnergy Group,20000,https://registry.goldstandard.org/projects/details/12661
gold_standard,Gold Standard,12660,Community Carbon Efficient Cooking Programme VPA-35,Mozambique,Gold Standard Certified Design,Energy Efficiency - Domestic,GS TPDDTEC v3.1,UpEnergy Group,37715,https://registry.goldstandard.org/projects/details/12660
gold_standard,Gold Standard,12659,Community Carbon Efficient Cooking Programme VPA-34,Mozambique,Gold Standard Certified Design,Energy Efficiency - Domestic,GS TPDDTEC v3.1,UpEnergy Group,20000,https://registry.goldstandard.org/projects/details/12659
gold_standard,Gold Standard,12658,Community Carbon Efficient Cooking Programme VPA-33,Mozambique,Gold Standard Certified Design,Energy Efficiency - Domestic,,Community Carbon,37715,https://registry.goldstandard.org/projects/details/12658
gold_standard,Gold Standard,12657,Community Carbon Efficient Cooking Programme VPA-32,Mozambique,Gold Standard Certified Design,Energy Efficiency - Domestic,,Community Carbon,37715,https://registry.goldstandard.org/projects/details/12657
gold_standard,Gold Standard,12656,Community Carbon Efficient Cooking Programme VPA-31,Mozambique,Gold Standard Certified Design,Energy Efficiency - Domestic,,Community Carbon,37715,https://registry.goldstandard.org/projects/details/12656
gold_standard,Gold Standard,12655,Community Carbon Efficient Cooking Programme VPA-30,Mozambique,Gold Standard Certified Design,Energy Efficiency - Domestic,,Community Carbon,37715,https://registry.goldstandard.org/projects/details/12655
gold_standard,Gold Standard,12654,Community Carbon Efficient Cooking Programme VPA-29,Mozambique,Gold Standard Certified Project,Energy Efficiency - Domestic,,Community Carbon,37715,https://registry.goldstandard.org/projects/details/12654
gold_standard,Gold Standard,12653,Community Carbon Efficient Cooking Programme VPA-28,Mozambique,Gold Standard Certified Project,Energy Efficiency - Domestic,,Community Carbon,37715,https://registry.goldstandard.org/projects/details/12653
gold_standard,Gold Standard,12663,Community Carbon Efficient Cooking Programme VPA-38,Mozambique,Gold Standard Certified Design,Energy Efficiency - Domestic,GS TPDDTEC v3.1,UpEnergy Group,37715,https://registry.goldstandard.org/projects/details/12663
gold_standard,Gold Standard,12828,Wenxi County domestic waste landfill biogas pollution control and comprehensive utilization project,China,Gold Standard Certified Design,Biogas - Electricity,AMS-I.D. Grid connected renewable electricity generation,Henan BCCY Environmental Energy Co. Ltd.,23628,https://registry.goldstandard.org/projects/details/12828
gold_standard,Gold Standard,12833,Yun County Domestic Waste Landfill Site Biogas Pollution Control and Comprehensive Utilization Project,China,Gold Standard Certified Design,Biogas - Electricity,,Henan BCCY Environmental Energy Co. Ltd.,24715,https://registry.goldstandard.org/projects/details/12833
gold_standard,Gold Standard,12423,GS 12647 RVPA-1 Sistema.bio Indian Carbon Program: Biodigesters in India 2024 ,India,Gold Standard Certified Design,Biogas - Heat,,SISTEMA.BIO INC.,400000,https://registry.goldstandard.org/projects/details/12423
gold_standard,Gold Standard,12647,Sistema.bio India Carbon Program: Waste management clean energy and regenerative agriculture on family farms,India,Gold Standard Certified Design,Biogas - Heat,,FarmCarbon Management S.à r.l.,400000,https://registry.goldstandard.org/projects/details/12647
gold_standard,Gold Standard,12534,GS7591 VPA 56 Mozambique Improved Cookstove Project,Mozambique,Listed,Energy Efficiency - Domestic,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING – TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,CO2balance UK ltd,115000,https://registry.goldstandard.org/projects/details/12534
gold_standard,Gold Standard,12646,GS10789 GS 10790 RVPA-75: Efficient and Clean Cooking for households in Ghana,Ghana,Listed,Energy Efficiency - Domestic,GS TPDDTEC v3.1,ECOA Climate Capital,107354,https://registry.goldstandard.org/projects/details/12646
gold_standard,Gold Standard,12801,GS11638 GS11640 RVPA-4 SPOUTS Water Purifier Programme in Africa- WPS in Uganda by AERA- VPA 14,Uganda,Gold Standard Certified Project,Energy Efficiency - Domestic,GS Methodology for emission reductions from safe drinking water supply,AGS Carbon Advisory,35000,https://registry.goldstandard.org/projects/details/12801
gold_standard,Gold Standard,12839,GS12443 GS12444 RVPA-02: ECC_Multi-country Electric Clean Cooking Programme in Kenya,Kenya,Listed,Energy Efficiency - Domestic,,ECOA Climate Capital,123090,https://registry.goldstandard.org/projects/details/12839
gold_standard,Gold Standard,12841,GS12443 GS12492 RVPA-32: ECC_Multi-country Electric Clean Cooking Programme in Uganda,Uganda,Listed,Energy Efficiency - Domestic,,ECOA Climate Capital,125489,https://registry.goldstandard.org/projects/details/12841
gold_standard,Gold Standard,12842,GS12443 VPA 41: ECC_Multi-country Electric Clean Cooking Programme in Zambia,Zambia,Listed,Energy Efficiency - Domestic,,ECOA Climate Capital,126756,https://registry.goldstandard.org/projects/details/12842
gold_standard,Gold Standard,12843,GS12443 GS12490 RVPA-12: ECC_Multi-country Electric Clean Cooking Programme in Tanzania,Tanzania United Republic of,Listed,Energy Efficiency - Domestic,,ECOA Climate Capital,119100,https://registry.goldstandard.org/projects/details/12843
gold_standard,Gold Standard,12845,GS12443 VPA 51: ECC_Multi-country Electric Clean Cooking Programme in Mozambique,Mozambique,Listed,Energy Efficiency - Domestic,,ECOA Climate Capital,124692,https://registry.goldstandard.org/projects/details/12845
gold_standard,Gold Standard,12859,GS12443 VPA 22: ECC_Multi-country Electric Clean Cooking Programme in Ghana,Ghana,Listed,Energy Efficiency - Domestic,,ECOA Climate Capital,128211,https://registry.goldstandard.org/projects/details/12859
gold_standard,Gold Standard,12938,New Beginnings Afforestation project ,South Africa,Listed,A/R,,INITIIS NOVIS (PTY) LTD T/A New Beginnings,1500000,https://registry.goldstandard.org/projects/details/12938
gold_standard,Gold Standard,12614,New Beginnings,South Africa,Listed,A/R,,INITIIS NOVIS (PTY) LTD T/A New Beginnings,1549817,https://registry.goldstandard.org/projects/details/12614
gold_standard,Gold Standard,12844,Water for Life: Empowering Communities with Safe Water in Togo VPA1 ,Togo,Listed,Energy Efficiency - Domestic,GS Methodology for emission reductions from safe drinking water supply,Carbon Kind Ltd,0,https://registry.goldstandard.org/projects/details/12844
gold_standard,Gold Standard,12785,Planta Solar Fotovoltaica Payita2,Dominican Republic,Gold Standard Certified Design,PV,,LCV ECOENER SOLARES DOMINICANA S.R.L.,80081,https://registry.goldstandard.org/projects/details/12785
gold_standard,Gold Standard,12335,GS11623 GS11627 RVPA-12 CO2 Sequestration at a Swiss Concrete Recycler using the Neustark Technology,Switzerland,Gold Standard Certified Project,Other,,Neustark AG,100,https://registry.goldstandard.org/projects/details/12335
gold_standard,Gold Standard,12334,GS11623 GS11627 RVPA-11 CO2 Sequestration at a Swiss Concrete Recycler using the Neustark Technology,Switzerland,Gold Standard Certified Design,Other,,Neustark AG,345,https://registry.goldstandard.org/projects/details/12334
gold_standard,Gold Standard,12333,GS11623 GS11627 RVPA-10 CO2 Sequestration at a Swiss Concrete Recycler using the Neustark Technology,Switzerland,Gold Standard Certified Project,Other,,Neustark AG,194,https://registry.goldstandard.org/projects/details/12333
gold_standard,Gold Standard,12685,GS11623 GS11627 RVPA-14 CO2 Sequestration at a Swiss Concrete Recycler using the Neustark Technology,Switzerland,Gold Standard Certified Design,Other,,Neustark AG,627,https://registry.goldstandard.org/projects/details/12685
gold_standard,Gold Standard,12455,TASC Efficient Cooking – VPA 2 - Philippines,Philippines,Listed,Energy Efficiency - Domestic,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING – TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,THE AFRICAN STOVE COMPANY LIMITED,189382,https://registry.goldstandard.org/projects/details/12455
gold_standard,Gold Standard,12836,GS12693 VPA-2 Access to Clean Water in Bangladesh,Bangladesh,Listed,Energy Efficiency - Domestic,GS Methodology for emission reductions from safe drinking water supply,ERDA ILLUMINE LOW CARBON SOLUTIONS PRIVATE LIMITED,58839,https://registry.goldstandard.org/projects/details/12836
gold_standard,Gold Standard,12203,ArboRise Participative Reforestation in  Upper Guinea,Guinea,Gold Standard Certified Design,A/R,,South Pole Ltd,55708,https://registry.goldstandard.org/projects/details/12203
gold_standard,Gold Standard,12768,Red Sea Wind Energy Project,Egypt,Gold Standard Certified Design,Wind,,Red Sea Wind Energy SAE (RSWE),1200000,https://registry.goldstandard.org/projects/details/12768
gold_standard,Gold Standard,12056,Waste Heat Recovery based power generation by Shree Cement Limited at Ras Rajasthan India,India,Listed,Energy Efficiency - Industrial,ACM0012 Waste energy recovery,EKI Energy Services Limited,97005,https://registry.goldstandard.org/projects/details/12056
gold_standard,Gold Standard,12454,TASC Efficient Cooking in Southeast Asia and Oceana POA,Australia,Listed,Energy Efficiency - Domestic,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING – TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,THE AFRICAN STOVE COMPANY LIMITED,0,https://registry.goldstandard.org/projects/details/12454
gold_standard,Gold Standard,12806,Selex Smart Electric Vehicle Project,Viet Nam,Gold Standard Certified Design,Energy Efficiency - Transport Sector,AMS-III.C. Emission reductions by electric and hybrid vehicles,Selex Smart Electric Vehicles Joint Stock Company,39493,https://registry.goldstandard.org/projects/details/12806
gold_standard,Gold Standard,12633,Sistema.bio Mexican Carbon Program: Biodigesters in Mexico 2024-25,Mexico,Gold Standard Certified Design,Biogas - Heat,Methodology for animal waste management and biogas application,SISTEMA.BIO INC.,40000,https://registry.goldstandard.org/projects/details/12633
gold_standard,Gold Standard,12634,Sistema.bio Colombia Carbon Program: Waste management clean energy and regenerative agriculture on family farms,Colombia,Gold Standard Certified Design,Biogas - Heat,,FarmCarbon Management S.à r.l.,96000,https://registry.goldstandard.org/projects/details/12634
gold_standard,Gold Standard,12632,Sistema.bio Mexican Carbon Program: Waste management clean energy and regenerative agriculture on family farms ,Mexico,Gold Standard Certified Design,Biogas - Heat,,SISTEMA.BIO INC.,40000,https://registry.goldstandard.org/projects/details/12632
gold_standard,Gold Standard,12635,Sistema.bio Colomabian Carbon Program: Biodigesters in Colombia 2024-25,Colombia,Gold Standard Certified Design,Biogas - Heat,,SISTEMA.BIO INC.,96000,https://registry.goldstandard.org/projects/details/12635
gold_standard,Gold Standard,12209,Smokeless energy efficient cookstoves distribution in Rural-Nepal,Nepal,Listed,Energy Efficiency - Domestic,GS TPDDTEC v3.1,GRENEITY INFOCOM SERVICE PRIVATE LIMITED,40000,https://registry.goldstandard.org/projects/details/12209
gold_standard,Gold Standard,12571,Diverting Sargassum from Landfills in Mexico,Mexico,Listed,Other,Not provided,Geoff Chapin,86232,https://registry.goldstandard.org/projects/details/12571
gold_standard,Gold Standard,12812,GS11574 GS11691 RVPA-1 CPA-KE-Kenya Samsung Project,Kenya,Listed,Energy Efficiency - Domestic,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,GREEN DEVELOPMENT AS,75432,https://registry.goldstandard.org/projects/details/12812
gold_standard,Gold Standard,12811,GS11574 GS11718 RVPA-1 CPA-MA-024-Madagascar,Madagascar,Listed,Energy Efficiency - Domestic,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,GREEN DEVELOPMENT AS,133930,https://registry.goldstandard.org/projects/details/12811
gold_standard,Gold Standard,12810,GS11574 GS11718 RVPA-1 CPA-MA-002-Malawi,Malawi,Listed,Energy Efficiency - Domestic,AMS-III.AV. Low greenhouse gas emitting water purification systems,GREEN DEVELOPMENT AS,175096,https://registry.goldstandard.org/projects/details/12810
gold_standard,Gold Standard,12790,Nature:re Clean Cooking project,India,Gold Standard Certified Design,Energy Efficiency - Domestic,,ASVATA CLIMATE SOLUTIONS PRIVATE LIMITED,46500,https://registry.goldstandard.org/projects/details/12790
gold_standard,Gold Standard,12789,Seniority Private Limited Clean Cooking Program for India,India,Gold Standard Certified Design,Energy Efficiency - Domestic,,ASVATA CLIMATE SOLUTIONS PRIVATE LIMITED,0,https://registry.goldstandard.org/projects/details/12789
gold_standard,Gold Standard,12420,Safe Water Programme – Nigeria - VPA 104,Nigeria,Gold Standard Certified Design,Energy Efficiency - Domestic,,Impact Carbon,60000,https://registry.goldstandard.org/projects/details/12420
gold_standard,Gold Standard,12619,GS12600 VPA-2 Clean Cooking: Madagascar,Madagascar,Listed,Energy Efficiency - Domestic,Methodology for Metered & Measured Energy Cooking Devices,SANITAP LTD,10000,https://registry.goldstandard.org/projects/details/12619
gold_standard,Gold Standard,12601,GS12600 VPA-1 Clean Water: Madagascar,Madagascar,Listed,Energy Efficiency - Domestic,,SANITAP LTD,60000,https://registry.goldstandard.org/projects/details/12601
gold_standard,Gold Standard,12547,VPA2: Water and Climate Action Nepal Schools,Nepal,Listed,Energy Efficiency - Domestic,GS Methodology for emission reductions from safe drinking water supply,CARBON IMPACT CAPITAL PTE. LTD.,9852,https://registry.goldstandard.org/projects/details/12547
gold_standard,Gold Standard,12694,GS12693 VPA-1 Access to clean water in Nepal,Nepal,Gold Standard Certified Design,Energy Efficiency - Domestic,,ERDA ILLUMINE LOW CARBON SOLUTIONS PRIVATE LIMITED,58172,https://registry.goldstandard.org/projects/details/12694
gold_standard,Gold Standard,12693,Access to Clean Water ,Bangladesh,Gold Standard Certified Design,Energy Efficiency - Domestic,,ERDA ILLUMINE LOW CARBON SOLUTIONS PRIVATE LIMITED,0,https://registry.goldstandard.org/projects/details/12693
gold_standard,Gold Standard,12799,GS11574 VPA-1 Madagascar Water Project,Madagascar,Listed,Energy Efficiency - Domestic,AMS-III.AV. Low greenhouse gas emitting water purification systems,GREEN DEVELOPMENT AS,168023,https://registry.goldstandard.org/projects/details/12799
gold_standard,Gold Standard,12772,GS12771 VPA-1 Sustainable Energy Generation through Biodigester systems in India,India,Gold Standard Certified Design,Biogas - Heat,,ERDA ILLUMINE LOW CARBON SOLUTIONS PRIVATE LIMITED,89031,https://registry.goldstandard.org/projects/details/12772
gold_standard,Gold Standard,12771,GS12771 PoA Sustainable Energy Generation through Biodigester System,Bangladesh,Gold Standard Certified Design,Biogas - Heat,,ERDA ILLUMINE LOW CARBON SOLUTIONS PRIVATE LIMITED,0,https://registry.goldstandard.org/projects/details/12771
gold_standard,Gold Standard,12600,Clean Water : Clean Cooking,Madagascar,Listed,Energy Efficiency - Domestic,,SANITAP LTD,0,https://registry.goldstandard.org/projects/details/12600
gold_standard,Gold Standard,12670,MACAÚBAS LANDFILL GAS PROJECT,Brazil,Gold Standard Certified Project,Other,,VITAL ENGENHARIA AMBIENTAL S/A,445100,https://registry.goldstandard.org/projects/details/12670
gold_standard,Gold Standard,12672,Bariq Starlinger 215 PET Recycling Line,Egypt,Listed,Other,AMS-III.AJ. Recovery and recycling of materials from solid wastes,Bariq for Techno & Advances Infustries,20618,https://registry.goldstandard.org/projects/details/12672
gold_standard,Gold Standard,12624,Azerenerji OJSC Hydro Bundle-3,Azerbaijan,Gold Standard Certified Project,"Small, Low - Impact Hydro",,SOCAR Trading SA,8311,https://registry.goldstandard.org/projects/details/12624
gold_standard,Gold Standard,12677,GS12602 VPA-1 Powerstove Multiple Fuel Project,Nigeria,Listed,Energy Efficiency - Domestic,,EKI Energy Services Limited,26000,https://registry.goldstandard.org/projects/details/12677
gold_standard,Gold Standard,12602,GS12602 PoA Powerstove Multiple Fuel Project,Nigeria,Listed,Energy Efficiency - Domestic,,EKI Energy Services Limited,200000,https://registry.goldstandard.org/projects/details/12602
gold_standard,Gold Standard,12675,Helios Solar Park,Dominican Republic,Listed,PV,ACM0002 Grid-connected electricity generation from renewable sources,ENERION RENEWABLES S.R.L. SEMPLIFICATA,101000,https://registry.goldstandard.org/projects/details/12675
gold_standard,Gold Standard,11663,GS11623 GS11627 RVPA CO2 Sequestration at a Swiss Concrete Recycler using the Neustark Technology,Switzerland,Gold Standard Certified Project,Other,Not provided,Neustark AG,41,https://registry.goldstandard.org/projects/details/11663
gold_standard,Gold Standard,11664,GS11623 GS11627 RVPA-2 CO2 Sequestration at a Swiss Concrete Recycler using the Neustark Technology,Switzerland,Gold Standard Certified Project,Other,,Neustark AG,376,https://registry.goldstandard.org/projects/details/11664
gold_standard,Gold Standard,11665,GS11623 GS11627 RVPA-3 CO2 Sequestration at a Swiss Concrete Recycler using the Neustark Technology,Switzerland,Listed,Other,Not provided,Deactivated Projects,250,https://registry.goldstandard.org/projects/details/11665
gold_standard,Gold Standard,11986,GS11623 GS11627 RVPA-4 CO2 Sequestration at a Swiss Concrete Recycler using the Neustark Technology,Switzerland,Gold Standard Certified Project,Other,,Neustark AG,622,https://registry.goldstandard.org/projects/details/11986
gold_standard,Gold Standard,11987,GS11623 GS11627 RVPA-5 CO2 Sequestration at a Swiss Concrete Recycler using the Neustark Technology,Switzerland,Gold Standard Certified Project,Other,,Neustark AG,500,https://registry.goldstandard.org/projects/details/11987
gold_standard,Gold Standard,12720,Unnati : distribution of efficient cookstoves and enhancing lives of marginalised communities in rural India,India,Listed,Energy Efficiency - Domestic,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING – TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,Infinite Earth Private Limited,50120,https://registry.goldstandard.org/projects/details/12720
gold_standard,Gold Standard,12786,CTR Agreste Landfill Gas,Brazil,Gold Standard Certified Project,Biogas - Electricity,ACM0001 Flaring or use of landfill gas,CGB ALAGOAS ENERGIA LTDA,48962,https://registry.goldstandard.org/projects/details/12786
gold_standard,Gold Standard,12666,Improved Cookstoves and Healthy Lives in Nepal - VPA 3,Nepal,Listed,Energy Efficiency - Domestic,"The Gold Standard Simplified Methodology for Clean and Efficient Cookstoves, Version 3.0",ClimatePartner Foundation GmbH,9500,https://registry.goldstandard.org/projects/details/12666
gold_standard,Gold Standard,12683,Swasth Ghar Improved Cookstove Project ,India,Gold Standard Certified Design,Energy Efficiency - Domestic,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING – TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,Bajaj Electricals Limited,11000,https://registry.goldstandard.org/projects/details/12683
gold_standard,Gold Standard,12570,Building a Sustainable World: Cookstove Distribution Program,India,Gold Standard Certified Project,Energy Efficiency - Domestic,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING – TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,Infinite Environmental Solutions Limited,36220,https://registry.goldstandard.org/projects/details/12570
gold_standard,Gold Standard,12315,Climate Action program for community led carbon sequestration VPA 01,India,Gold Standard Certified Design,A/R,,Offsetfarm Pte Ltd.,40000,https://registry.goldstandard.org/projects/details/12315
gold_standard,Gold Standard,12340,Malawi Improved Cookstove Project,Malawi,Gold Standard Certified Project,Energy Efficiency - Domestic,,CLIMETREK LTD,92980,https://registry.goldstandard.org/projects/details/12340
gold_standard,Gold Standard,12775,GS 11813 GS11808 RVPA-09 GS Microscale VPA: Integrated Domestic Energy Systems (IDES) for rural communities in India,India,Gold Standard Certified Design,Energy Efficiency - Domestic,"The Gold Standard Simplified Methodology for Clean and Efficient Cookstoves, Version 3.0",Value Network Ventures Pte. Ltd.,7871,https://registry.goldstandard.org/projects/details/12775
gold_standard,Gold Standard,11689,CPA-KE-008-Kisumu,Kenya,Gold Standard Certified Design,Energy Efficiency - Domestic,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,GREEN DEVELOPMENT AS,34665,https://registry.goldstandard.org/projects/details/11689
gold_standard,Gold Standard,11690,CPA-KE-009-Kenya,Kenya,Gold Standard Certified Design,Energy Efficiency - Domestic,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,GREEN DEVELOPMENT AS,103777,https://registry.goldstandard.org/projects/details/11690
gold_standard,Gold Standard,11688,CPA - KE - 001 Kibera,Kenya,Gold Standard Certified Design,Energy Efficiency - Domestic,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,GREEN DEVELOPMENT AS,38341,https://registry.goldstandard.org/projects/details/11688
gold_standard,Gold Standard,12621,Jaguar Solar Farm,Nicaragua,Gold Standard Certified Design,Other,,South Pole Ltd SCV,22785,https://registry.goldstandard.org/projects/details/12621
gold_standard,Gold Standard,12638,Community Carbon Efficient Cooking  Programme VPA-27,Mozambique,Gold Standard Certified Project,Energy Efficiency - Domestic,,Community Carbon,37715,https://registry.goldstandard.org/projects/details/12638
gold_standard,Gold Standard,12567,Jibu Rwanda Carbon Credit Program,Rwanda,Listed,Energy Efficiency - Domestic,GS Methodology for emission reductions from safe drinking water supply,Carbonsink (Carbonsink Group S.r.l.),70,https://registry.goldstandard.org/projects/details/12567
gold_standard,Gold Standard,12589,Distribution of improved cookstoves in Benin – Bissap project ,Benin,Gold Standard Certified Design,Energy Efficiency - Domestic,,S2 Clean Cooking,141011,https://registry.goldstandard.org/projects/details/12589
gold_standard,Gold Standard,12490,GS12443 VPA 11: ECC_Multi-country Electric Clean Cooking Programme in Tanzania,Tanzania United Republic of,Listed,Energy Efficiency - Domestic,,ECOA Climate Capital,10000,https://registry.goldstandard.org/projects/details/12490
gold_standard,Gold Standard,12592,GS12591 VPA-1 Clean cooking: LPG to avoid deforestation in Mlimba district,Tanzania United Republic of,Gold Standard Certified Design,Energy Efficiency - Domestic,,Rashal Energies Limited,34872,https://registry.goldstandard.org/projects/details/12592
gold_standard,Gold Standard,12591,Clean cooking: Fuel switching to avoid deforestation,Tanzania United Republic of,Gold Standard Certified Design,Energy Efficiency - Domestic,,Rashal Energies Limited,0,https://registry.goldstandard.org/projects/details/12591
